LinkID,Node1,Node2,Capacity,Distance,MaxSpeed,NumLane,RoadWidth,RoadType,RoadName
44,392,391,2250.0,4,50.0,2,4.5,tertiary,Jalan Gayungsari Barat X
45,391,392,2250.0,4,50.0,2,4.5,tertiary,Jalan Gayungsari Barat X
46,391,390,2250.0,5,50.0,2,4.5,tertiary,Jalan Gayungsari Barat X
47,390,391,2250.0,5,50.0,2,4.5,tertiary,Jalan Gayungsari Barat X
48,390,389,2250.0,2,50.0,2,4.5,tertiary,Jalan Gayungsari Barat X
49,389,390,2250.0,2,50.0,2,4.5,tertiary,Jalan Gayungsari Barat X
50,389,388,2250.0,2,50.0,2,4.5,tertiary,Jalan Gayungsari Barat X
51,388,389,2250.0,2,50.0,2,4.5,tertiary,Jalan Gayungsari Barat X
52,456,455,3000.0,13,35.0,2,6,tertiary,Jalan Gayung Kebonsari
53,455,454,3000.0,39,35.0,2,6,tertiary,Jalan Gayung Kebonsari
54,454,453,3000.0,48,35.0,2,6,tertiary,Jalan Gayung Kebonsari
55,453,452,3000.0,123,35.0,2,6,tertiary,Jalan Gayung Kebonsari
56,452,451,3000.0,7,35.0,2,6,tertiary,Jalan Gayung Kebonsari
57,451,450,3000.0,101,35.0,2,6,tertiary,Jalan Gayung Kebonsari
58,450,449,3000.0,3,35.0,2,6,tertiary,Jalan Gayung Kebonsari
59,449,448,3000.0,45,35.0,2,6,tertiary,Jalan Gayung Kebonsari
60,448,447,3000.0,1,35.0,2,6,tertiary,Jalan Gayung Kebonsari
61,447,446,3000.0,31,35.0,2,6,tertiary,Jalan Gayung Kebonsari
62,446,445,3000.0,45,35.0,2,6,tertiary,Jalan Gayung Kebonsari
63,445,444,3000.0,39,35.0,2,6,tertiary,Jalan Gayung Kebonsari
64,444,443,3000.0,18,35.0,2,6,tertiary,Jalan Gayung Kebonsari
65,443,442,3000.0,14,35.0,2,6,tertiary,Jalan Gayung Kebonsari
66,442,441,3000.0,20,35.0,2,6,tertiary,Jalan Gayung Kebonsari
67,441,440,3000.0,6,35.0,2,6,tertiary,Jalan Gayung Kebonsari
68,440,530,3000.0,40,35.0,2,6,tertiary,Jalan Gayung Kebonsari
69,530,529,3000.0,8,35.0,2,6,tertiary,Jalan Gayung Kebonsari
70,529,528,3000.0,123,35.0,2,6,tertiary,Jalan Gayung Kebonsari
71,414,413,1500,4,20,1,2.75,tertiary,Jalan Gayungsari Barat
72,413,412,1500,19,20,1,2.75,tertiary,Jalan Gayungsari Barat
73,412,411,1500,24,20,1,2.75,tertiary,Jalan Gayungsari Barat
74,411,410,1500,23,20,1,2.75,tertiary,Jalan Gayungsari Barat
75,410,409,1500,7,20,1,2.75,tertiary,Jalan Gayungsari Barat
76,409,408,1500,23,20,1,2.75,tertiary,Jalan Gayungsari Barat
77,471,470,1500.0,28,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
78,470,471,1500.0,28,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
79,470,469,1500.0,45,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
80,469,470,1500.0,45,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
81,469,468,1500.0,33,35.0,2,3.0,tertiary,Jalan Manunggal Kebonsari
