NodeID,X,Y,osmID
335,-7.3297322,112.7307908,5605824176
336,-7.3297958,112.7307722,5605824175
337,-7.3296939,112.7299129,7611873965
338,-7.3297319,112.7301791,867732077
339,-7.3297771,112.7304352,5605824192
340,-7.3298424,112.7307572,4694568258
341,-7.32987,112.7307482,5605824174
342,-7.3299212,112.730733,5605824173
343,-7.3301844,112.7306765,8157225469
344,-7.3301994,112.7306733,7612003341
345,-7.3311032,112.730442,5604000205
346,-7.3314521,112.7303565,4674224734
347,-7.3317949,112.7302796,7799681948
348,-7.3318661,112.7302636,7612003342
349,-7.3322917,112.7301624,4674224733
350,-7.3324046,112.7301466,5009856305
351,-7.3327683,112.7300737,4674224732
352,-7.333315,112.7299709,5604000219
353,-7.3336293,112.729899,4684809218
354,-7.3337563,112.7298743,4684809930
355,-7.3338813,112.7298499,4986671005
356,-7.3341238,112.7297962,4986671002
357,-7.3341876,112.7297825,4674224731
358,-7.3350986,112.7295783,4674224730
359,-7.3357471,112.7294219,4674265999
360,-7.3359875,112.7293637,7634584039
361,-7.3360681,112.7293433,4674224729
362,-7.3363244,112.7292815,4674266001
363,-7.3368374,112.7291598,4674224728
364,-7.3371023,112.7291105,5009863788
365,-7.3374471,112.729077,4603097165
366,-7.3381833,112.7290449,4674224726
367,-7.3386967,112.7290311,4986675646
368,-7.3395474,112.7290136,4986668932
369,-7.3395169,112.7287611,4986675641
370,-7.3394498,112.72826,7632334614
371,-7.3394222,112.7279646,7632333668
372,-7.3394192,112.7278791,5608532973
373,-7.3394126,112.7277209,1517895733
374,-7.3394059,112.727277,7632334613
375,-7.339366,112.7266869,1722953245
376,-7.3393474,112.7265125,4568169278
377,-7.3393115,112.7262088,1517895703
378,-7.3392064,112.7257656,1517895688
379,-7.3391565,112.7255831,8189257602
380,-7.3390218,112.7250909,7927543843
381,-7.3390009,112.7250145,4617496773
382,-7.3388943,112.7245292,8189257610
383,-7.3388526,112.7243393,7632334612
384,-7.3388273,112.7242317,7632334611
385,-7.338794,112.7241375,5608852687
386,-7.3387648,112.7240801,1517875728
387,-7.3387571,112.7240674,5608852686
388,-7.3387196,112.7240117,5608852685
389,-7.3387099,112.7239933,4518674030
390,-7.3386983,112.7239708,5608852684
391,-7.3386737,112.7239246,7632334610
392,-7.3386447,112.723884,1517895701
393,-7.3385439,112.7237418,7635373305
394,-7.3384346,112.7235946,7635371911
395,-7.3383352,112.7234562,867751308
396,-7.3382873,112.7233247,7632334608
397,-7.3382607,112.7232161,7632334609
398,-7.3382181,112.7229506,6790811916
399,-7.3381183,112.7224222,4518673846
400,-7.3379292,112.7218024,1722953192
401,-7.337902,112.7216799,4518673836
402,-7.3377943,112.7211951,1722953187
403,-7.3376899,112.7207502,1722953180
404,-7.3375843,112.7203,1722953173
405,-7.3375687,112.7202336,876873840
406,-7.3375317,112.7197169,1722953172
407,-7.3374625,112.7192422,5010049439
408,-7.3288921,112.7202683,7053520445
409,-7.3299202,112.7200548,1090707260
410,-7.3311903,112.7199946,867751353
411,-7.3333068,112.7197819,867751343
412,-7.3343567,112.7195623,867732073
413,-7.3354141,112.7193865,4486244473
414,-7.3356462,112.7193431,867732072
415,-7.335773,112.7193192,4520332251
416,-7.33603,112.7192733,1722953092
417,-7.3374261,112.7190167,867732071
418,-7.3374427,112.7191057,4518673832
419,-7.3373201,112.7191263,5010049440
420,-7.336047,112.7193743,4518673819
421,-7.3358094,112.7194133,4520332253
422,-7.3356903,112.7194332,4518673815
423,-7.3354531,112.7194715,4518673812
424,-7.3350531,112.7195355,4518673785
425,-7.3343428,112.7196749,4518673747
426,-7.3336937,112.7198091,4518673734
427,-7.3333157,112.7198873,4518673730
428,-7.3312043,112.7201182,4518673692
429,-7.3305526,112.7201289,4518673520
430,-7.3303131,112.7201423,7648457794
431,-7.3300684,112.7201638,7648457793
432,-7.3299088,112.7201959,4518673426
433,-7.3289212,112.7203862,7051508307
434,-7.3288044,112.720409,4640352656
435,-7.3287452,112.7204208,4640352654
436,-7.3291742,112.7237888,7614561244
437,-7.3291577,112.7237907,7614561245
438,-7.3291366,112.7237935,7614561246
439,-7.329094,112.7237977,7614561247
440,-7.3291978,112.7254032,7845985631
441,-7.3291944,112.7253418,867751557
442,-7.3291772,112.7251564,4520311127
443,-7.3291727,112.7250219,7612196609
444,-7.3291633,112.724851,1722952825
445,-7.3291366,112.7244962,4520311096
446,-7.329088,112.7240832,867751201
447,-7.3290641,112.7237994,7614561248
448,-7.3290631,112.7237887,7851750714
449,-7.3290254,112.7233782,1722952786
450,-7.3290227,112.7233435,4520310937
451,-7.3289348,112.7224235,867751560
452,-7.3289262,112.7223516,7628955725
453,-7.3287949,112.7212277,1722952773
454,-7.3287585,112.7207851,867751563
455,-7.3287159,112.7204267,4518673351
456,-7.3287013,112.7203043,867751565
457,-7.3287354,112.7202979,4640352653
458,-7.3287834,112.7202889,4640352655
459,-7.3288114,112.7202837,4520310710
460,-7.3282436,112.7155934,417277486
461,-7.328352,112.7164729,1722952732
462,-7.3284173,112.7170771,1722952737
463,-7.3284958,112.7176596,867751567
464,-7.3285185,112.7179077,4481230127
465,-7.3285265,112.718002,1361078018
466,-7.3285552,112.7183391,1722952740
467,-7.3286412,112.7190352,1722952748
468,-7.3286852,112.719311,1722952750
469,-7.3287203,112.7196105,1722952752
470,-7.3287894,112.7200256,4520310693
471,-7.3288332,112.7202805,867732074
472,-7.3288463,112.7203998,4518673352
473,-7.3289011,112.7210584,1722952774
474,-7.3289657,112.7216752,7648530614
475,-7.3290245,112.7221784,7648530616
476,-7.3290438,112.7223347,1722952778
477,-7.3291003,112.7229229,4518673353
478,-7.3291149,112.7230703,867732075
479,-7.3291365,112.7232419,5604000197
480,-7.3291492,112.7233427,5604000185
481,-7.3291505,112.7233693,5604000184
482,-7.3291926,112.7237867,867751229
483,-7.3292032,112.7238684,7633988453
484,-7.3292246,112.7240622,7612196604
485,-7.329237,112.724179,867751214
486,-7.3292887,112.7248303,7634091860
487,-7.3293044,112.7250202,7845835330
488,-7.3293054,112.7250407,1722952833
489,-7.3293155,112.7251755,4518673355
490,-7.3293312,112.7253238,7612196610
491,-7.3293701,112.7256918,4518673358
492,-7.3293933,112.7261893,867732076
493,-7.3294376,112.7270705,6738263564
494,-7.3294542,112.7274845,7625870351
495,-7.3294548,112.7274983,5604000170
496,-7.3294549,112.7275303,4546052649
497,-7.3294549,112.7275677,4546052650
498,-7.3294742,112.7280278,7614575746
499,-7.3294785,112.7281303,5604002326
500,-7.3294978,112.7283307,7634079554
501,-7.3295,112.728353,7614575745
502,-7.3295425,112.7287931,7634079561
503,-7.3295461,112.7288306,7249093204
504,-7.3295975,112.7292145,7611232752
505,-7.3296514,112.7296145,5604000187
506,-7.329669,112.7297381,7634336840
507,-7.3295932,112.729752,7634336842
508,-7.3283688,112.7309419,2913698674
509,-7.3285833,112.7309626,5603405157
510,-7.3286987,112.7309698,4674224739
511,-7.3287751,112.7309726,4674224738
512,-7.3289238,112.7309648,5603635567
513,-7.3290603,112.730934,4674224737
514,-7.3297146,112.7307947,4674224736
515,-7.3296215,112.7302294,7611232753
516,-7.3295713,112.7299341,7634091861
517,-7.3295418,112.7297604,7634336841
518,-7.329521,112.729638,5604000178
519,-7.3294688,112.729236,7634350439
520,-7.3294186,112.7288501,5604000177
521,-7.3293547,112.7283593,4520311199
522,-7.3293219,112.7280423,7614575747
523,-7.3293155,112.7279831,867751554
524,-7.3292952,112.7275081,5604000179
525,-7.3293014,112.7273306,4520311185
526,-7.3293039,112.7271997,4520311183
527,-7.3293066,112.7270973,6738263565
528,-7.3293062,112.7269632,4520311179
529,-7.3292284,112.7258446,4520311157
530,-7.3292227,112.7257682,886386157
531,-7.3288669,112.7258195,1722952817
532,-7.3283093,112.7259124,5340226239
533,-7.3277267,112.7260123,7612127943
534,-7.3273315,112.7260907,5340226240
535,-7.3268478,112.726179,7612127944
536,-7.3256789,112.7263967,4592201298
537,-7.3256129,112.7264095,8596119331
538,-7.3255389,112.7264238,8596119337
539,-7.3255106,112.7264293,886386202
540,-7.3253979,112.7264447,5603613507
541,-7.3253371,112.7264484,1722952506
542,-7.3252386,112.7264316,5340226241
543,-7.3251864,112.7264192,886386201
544,-7.3182073,112.7223015,7270991806
545,-7.317897,112.7223602,7270991810
546,-7.3174641,112.7224448,7270991809
547,-7.3171232,112.7225107,7270991808
548,-7.3168173,112.7225415,7270991807
549,-7.3167361,112.7225288,7270991799
550,-7.3166783,112.7225167,7270991797
551,-7.3166264,112.7224959,7270991798
552,-7.308157,112.7255671,1517895736
553,-7.3082222,112.7255221,7286967854
554,-7.3082941,112.7254926,7286967855
555,-7.3091835,112.7252136,7287422980
556,-7.309507,112.7251121,1517895694
557,-7.3097856,112.7249782,1722907210
558,-7.3098688,112.7249166,1722907240
559,-7.3101543,112.7246826,7287280123
560,-7.3102076,112.7246437,7287280122
561,-7.3102754,112.7246156,1517895726
562,-7.3106227,112.7244843,5587442684
563,-7.3107046,112.7244534,1722907399
564,-7.3115203,112.7241529,4540754363
565,-7.3125906,112.7237606,7287259000
566,-7.3126376,112.7237421,4540754856
567,-7.3127633,112.7236959,1517895738
568,-7.3133831,112.7234794,1722907813
569,-7.3141539,112.7232134,1722907981
570,-7.3146091,112.7230551,1722908051
571,-7.3151151,112.7228794,1517895725
572,-7.3155854,112.7227386,1722908254
573,-7.3162822,112.72253,7278865467
574,-7.316299,112.722525,1722908362
575,-7.3164738,112.7224704,5593640986
576,-7.3165459,112.7224514,7270991803
577,-7.3165872,112.7224349,1517895739
578,-7.3166178,112.7224527,7270991796
579,-7.3166936,112.7224611,1722908393
580,-7.3167927,112.7224684,7270991795
581,-7.3169437,112.7224624,7270991794
582,-7.3171498,112.7224249,2419090152
583,-7.3174465,112.7223605,1722908471
584,-7.3179122,112.7222766,1722908510
585,-7.3181834,112.7222331,7270991805
586,-7.3183018,112.7222371,1722908521
587,-7.3183699,112.7222194,5593640969
588,-7.3185335,112.7221853,1520847153
589,-7.3188049,112.722141,1722908549
590,-7.3203924,112.7218776,1520847135
591,-7.3208743,112.7217636,1722908598
592,-7.321237,112.7216734,1722908609
593,-7.3214434,112.7216238,1722908614
594,-7.3215995,112.7215828,1722908621
595,-7.3226058,112.7213454,1722908636
596,-7.3227904,112.7212956,1722908645
597,-7.3229169,112.7212631,5593640965
598,-7.3233913,112.7211612,7648451142
599,-7.3233982,112.7211611,7648451139
600,-7.3234036,112.7211627,1722908648
601,-7.32341,112.7211698,7648451141
602,-7.3234155,112.7211828,7648451140
603,-7.3234363,112.7212477,7648451145
604,-7.323618,112.7216634,5593640962
605,-7.3236818,112.7218415,4520306464
606,-7.3237708,112.7220795,7648451138
607,-7.3239131,112.7225047,4520306471
608,-7.3241537,112.7231581,4520306595
609,-7.3243138,112.7235792,7612127946
610,-7.3244222,112.7239018,4520306659
611,-7.324528,112.7242595,7612127945
612,-7.3245988,112.7245126,4520306716
613,-7.3246626,112.7247638,4520306762
614,-7.3248101,112.7253387,4520306863
615,-7.3248869,112.7256359,5603340728
616,-7.3249707,112.7259426,7611629025
617,-7.3250494,112.7262286,4520307036
618,-7.3251019,112.7263929,886386196
619,-7.3250457,112.7264026,8049065046
620,-7.3248705,112.7264323,5603340084
621,-7.3247494,112.7264562,4520306830
622,-7.3246111,112.7264824,886386193
623,-7.3243425,112.7265403,5603340077
624,-7.3242747,112.7265548,5603340096
625,-7.3239546,112.7266233,1722952461
626,-7.3235979,112.7267016,1722952444
627,-7.3231628,112.7268049,886386191
628,-7.3230725,112.7268425,5601639085
629,-7.3230163,112.7268775,1722952398
630,-7.3225741,112.7271415,1722952363
631,-7.3221602,112.7273607,4603056133
632,-7.3221004,112.7274006,5593639610
633,-7.3219913,112.7274953,1722952325
634,-7.3212749,112.7279008,1722952299
635,-7.3208903,112.7281077,886386188
636,-7.3205463,112.7282879,5593639544
637,-7.3204863,112.7283192,5593639545
638,-7.3186388,112.7293154,1722952221
639,-7.3185931,112.7293503,5593639611
640,-7.3185278,112.7293118,5593639612
641,-7.3185408,112.7293957,886386187
642,-7.3185937,112.7299369,886386184
643,-7.3186005,112.7300103,3802998998
644,-7.3186105,112.7300632,5593639609
645,-7.3187293,112.73075,5593927771
646,-7.3188283,112.7312614,5593927774
647,-7.3189037,112.7316247,5593639592
648,-7.3189455,112.731837,5593927611
649,-7.319083,112.7325606,5593927534
650,-7.3191018,112.7326484,5593926582
651,-7.3191856,112.7330581,4674239651
652,-7.3199505,112.7328882,5593639593
653,-7.3207958,112.7327095,5593639598
654,-7.3210094,112.732676,5593639584
655,-7.3219242,112.7324832,5603405199
656,-7.3221225,112.7324414,4674239650
657,-7.3234099,112.7321639,4674239649
658,-7.3244933,112.7319289,4603096714
659,-7.3252365,112.7317701,4674224742
660,-7.3253501,112.7317456,4674224741
661,-7.3256263,112.7316576,5460971510
662,-7.3257547,112.7315966,5460968827
663,-7.3259161,112.7314966,7645205449
664,-7.3259429,112.73148,5603405155
665,-7.3260606,112.7314518,7627979131
666,-7.3261897,112.7313969,6463361212
667,-7.3262788,112.7313513,7628166082
668,-7.3263466,112.731303,6463361211
669,-7.3264594,112.7312262,6463361210
670,-7.3265132,112.7311348,7612029713
671,-7.3265604,112.7310557,7560771336
672,-7.3266233,112.7309835,7612029714
673,-7.3266843,112.7309298,6463361206
674,-7.3267413,112.7308983,7560771337
675,-7.3268368,112.7308565,6463361205
676,-7.3269578,112.7308041,6463361202
677,-7.3270736,112.7307799,7612029711
678,-7.3271966,112.7307706,6463361204
679,-7.3275642,112.7307601,2913698672
680,-7.3277725,112.7307916,6790811913
681,-7.3280169,112.7308285,5603635572
682,-7.3282613,112.7309059,414289180
683,-7.3283938,112.7310176,3733180872
684,-7.328423,112.7310844,1365167155
685,-7.328439,112.7311487,2913698668
686,-7.3284323,112.7312265,3733180870
687,-7.328411,112.7313177,1365167160
688,-7.3283738,112.7313781,3733180871
689,-7.3283033,112.7314508,1365167148
690,-7.3273897,112.7316088,4650630321
691,-7.3272699,112.731641,4650630318
692,-7.3272206,112.7316532,5603405160
693,-7.3271864,112.7316624,414289246
694,-7.3272336,112.7317963,821531325
695,-7.3272658,112.7318598,6737596571
696,-7.3272924,112.7319125,1650925287
697,-7.3273935,112.7321237,6009697550
698,-7.3274759,112.7323946,6009697549
699,-7.3275145,112.7325784,6009697548
700,-7.3275291,112.7328131,6009697547
701,-7.3275345,112.7331322,6009697555
702,-7.3274945,112.7335668,6009697556
703,-7.327464,112.733961,6009697546
704,-7.3274606,112.7342345,6009697557
705,-7.3274743,112.7344751,3234302817
706,-7.3275068,112.7347659,320088373
