"LinkID","Node1","Node2","Capacity","Distance","MaxSpeed","Congestion","BasisFlow","EstFlow","Speed","TravelTime","Delay"
166,78,11,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
167,78,12,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
168,78,13,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
169,78,14,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
171,78,16,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
172,78,17,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
173,78,18,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
174,78,19,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
175,78,20,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
176,78,21,0.101,10.1,100,0.09166074486947967,0.005433156022545231,0.009257735231817447,99.8942293462916,0.1011069414729405,0.00010694147294050549
