osmid,y,x,street_count,highway,geometry
6725470525,-7.3374178,112.7361678,2,,POINT (112.7361678 -7.3374178)
6725470526,-7.3374417,112.7361646,2,,POINT (112.7361646 -7.3374417)
6725470538,-7.3333568,112.7338444,1,,POINT (112.7338444 -7.3333568)
6725470543,-7.3352939,112.7343493,2,,POINT (112.7343493 -7.3352939)
6725501991,-7.3368542,112.7388818,2,,POINT (112.7388818 -7.3368542)
6725739264,-7.3338893,112.7362634,3,,POINT (112.7362634 -7.3338893)
6725739265,-7.3340202,112.7362919,2,,POINT (112.7362919 -7.3340202)
6725739266,-7.3340588,112.7362905,2,,POINT (112.7362905 -7.3340588)
6725739267,-7.3340827,112.7362825,2,,POINT (112.7362825 -7.3340827)
6725739268,-7.3340947,112.7362718,2,,POINT (112.7362718 -7.3340947)
6725739269,-7.3341599,112.7360103,1,,POINT (112.7360103 -7.3341599)
6725739271,-7.3341718,112.7379388,2,,POINT (112.7379388 -7.3341718)
6725739272,-7.3341625,112.7379227,2,,POINT (112.7379227 -7.3341625)
6725739273,-7.3341598,112.7379079,2,,POINT (112.7379079 -7.3341598)
6725739274,-7.334229,112.7374701,1,,POINT (112.7374701 -7.334229)
6725739275,-7.3341949,112.7376813,3,,POINT (112.7376813 -7.3341949)
6725739276,-7.3339495,112.7376404,3,,POINT (112.7376404 -7.3339495)
6725739277,-7.3338454,112.7381533,3,,POINT (112.7381533 -7.3338454)
6725739279,-7.3339961,112.7374579,1,,POINT (112.7374579 -7.3339961)
6725774785,-7.3385435,112.7372489,2,,POINT (112.7372489 -7.3385435)
6725774786,-7.3385234,112.7372427,2,,POINT (112.7372427 -7.3385234)
6725774787,-7.3386852,112.737423,3,,POINT (112.737423 -7.3386852)
6725774788,-7.3386703,112.7373185,2,,POINT (112.7373185 -7.3386703)
6725774789,-7.3386557,112.7372481,2,,POINT (112.7372481 -7.3386557)
6725774790,-7.3386437,112.7372441,2,,POINT (112.7372441 -7.3386437)
6725774791,-7.3385546,112.7372474,2,,POINT (112.7372474 -7.3385546)
6725774792,-7.338532,112.7372478,2,,POINT (112.7372478 -7.338532)
6725774793,-7.3385207,112.737234,2,,POINT (112.737234 -7.3385207)
6725774794,-7.3384901,112.7370027,1,,POINT (112.7370027 -7.3384901)
6726359605,-7.336312,112.7374613,1,,POINT (112.7374613 -7.336312)
6726359606,-7.3360619,112.7375652,2,,POINT (112.7375652 -7.3360619)
6726359607,-7.3360533,112.7375746,3,,POINT (112.7375746 -7.3360533)
6726359608,-7.3360513,112.7375914,2,,POINT (112.7375914 -7.3360513)
6726359609,-7.3360487,112.7376162,2,,POINT (112.7376162 -7.3360487)
6726359610,-7.3394378,112.7350151,2,,POINT (112.7350151 -7.3394378)
6726359611,-7.3394431,112.7350406,2,,POINT (112.7350406 -7.3394431)
6726359612,-7.3394372,112.7350574,2,,POINT (112.7350574 -7.3394372)
6726359613,-7.3394205,112.7350668,2,,POINT (112.7350668 -7.3394205)
6726359614,-7.3392383,112.735101,2,,POINT (112.735101 -7.3392383)
6726359615,-7.3346836,112.7375073,1,,POINT (112.7375073 -7.3346836)
6726359616,-7.3353555,112.7376036,2,,POINT (112.7376036 -7.3353555)
6726359617,-7.3352337,112.7363383,3,,POINT (112.7363383 -7.3352337)
6726359619,-7.3352873,112.7363499,3,,POINT (112.7363499 -7.3352873)
6726359620,-7.3353145,112.7361879,2,,POINT (112.7361879 -7.3353145)
6726359621,-7.3353242,112.736127,4,,POINT (112.736127 -7.3353242)
6726359622,-7.3353105,112.7360092,3,,POINT (112.7360092 -7.3353105)
6726359623,-7.3319,112.7320661,1,,POINT (112.7320661 -7.3319)
6726359624,-7.33188,112.7320801,2,,POINT (112.7320801 -7.33188)
6726507137,-7.3381303,112.7410059,1,,POINT (112.7410059 -7.3381303)
6726507138,-7.3381875,112.7413143,2,,POINT (112.7413143 -7.3381875)
6726507139,-7.3382221,112.7415155,2,,POINT (112.7415155 -7.3382221)
6726507141,-7.3376539,112.7389459,1,,POINT (112.7389459 -7.3376539)
6726507143,-7.3374294,112.7391531,3,,POINT (112.7391531 -7.3374294)
6726507146,-7.3371833,112.7392355,3,,POINT (112.7392355 -7.3371833)
6790811915,-7.3333784,112.733913,3,,POINT (112.733913 -7.3333784)
6797981437,-7.3400506,112.7344293,2,,POINT (112.7344293 -7.3400506)
7053597002,-7.3323602,112.734009,3,,POINT (112.734009 -7.3323602)
7053895478,-7.3411273,112.7389832,2,,POINT (112.7389832 -7.3411273)
7054233690,-7.3314627,112.7348343,2,,POINT (112.7348343 -7.3314627)
7054233691,-7.3322282,112.7344002,2,,POINT (112.7344002 -7.3322282)
7221639883,-7.3289209,112.7364426,2,,POINT (112.7364426 -7.3289209)
7238058414,-7.3314199,112.734811,2,,POINT (112.734811 -7.3314199)
7238086053,-7.3281056,112.7368288,2,,POINT (112.7368288 -7.3281056)
7238086054,-7.3285335,112.7367365,2,,POINT (112.7367365 -7.3285335)
7279052516,-7.3395752,112.7373978,2,,POINT (112.7373978 -7.3395752)
7279052517,-7.3390686,112.7374832,2,,POINT (112.7374832 -7.3390686)
7540719997,-7.3431866,112.7421979,2,,POINT (112.7421979 -7.3431866)
7540719998,-7.3431673,112.7422568,2,,POINT (112.7422568 -7.3431673)
7540719999,-7.3431751,112.742248,2,,POINT (112.742248 -7.3431751)
7540720000,-7.3414941,112.7426105,1,,POINT (112.7426105 -7.3414941)
7624534440,-7.334,112.7337333,3,,POINT (112.7337333 -7.334)
7624534441,-7.3399539,112.7387816,3,,POINT (112.7387816 -7.3399539)
7624534442,-7.3399486,112.7387508,2,,POINT (112.7387508 -7.3399486)
7624534443,-7.3399233,112.7386844,2,,POINT (112.7386844 -7.3399233)
7624534444,-7.3398282,112.7384839,2,,POINT (112.7384839 -7.3398282)
7624534445,-7.3398109,112.7384437,2,,POINT (112.7384437 -7.3398109)
7624534446,-7.3382254,112.7318964,2,,POINT (112.7318964 -7.3382254)
7624534447,-7.3382773,112.7317824,2,,POINT (112.7317824 -7.3382773)
7624715156,-7.3361598,112.737694,1,,POINT (112.737694 -7.3361598)
7624715157,-7.3362868,112.737635,2,,POINT (112.737635 -7.3362868)
7624715158,-7.3363078,112.737629,2,,POINT (112.737629 -7.3363078)
7624715159,-7.3363273,112.7376293,2,,POINT (112.7376293 -7.3363273)
7624715160,-7.3363483,112.7376331,2,,POINT (112.7376331 -7.3363483)
7624715161,-7.3365402,112.7367907,3,,POINT (112.7367907 -7.3365402)
7624715162,-7.3364811,112.736641,2,,POINT (112.736641 -7.3364811)
7624715163,-7.3364726,112.7366117,2,,POINT (112.7366117 -7.3364726)
7624715164,-7.3364663,112.7365913,2,,POINT (112.7365913 -7.3364663)
7624715165,-7.3364617,112.7365661,2,,POINT (112.7365661 -7.3364617)
7624715167,-7.336334,112.7361665,1,,POINT (112.7361665 -7.336334)
7624715172,-7.33689,112.7365407,1,,POINT (112.7365407 -7.33689)
7624715173,-7.336954,112.7367015,2,,POINT (112.7367015 -7.336954)
7624715175,-7.3369527,112.7367176,2,,POINT (112.7367176 -7.3369527)
7624715177,-7.3369464,112.7367284,2,,POINT (112.7367284 -7.3369464)
7624715179,-7.3376874,112.7391327,1,,POINT (112.7391327 -7.3376874)
7624715180,-7.3375668,112.7391531,2,,POINT (112.7391531 -7.3375668)
7624715181,-7.3375223,112.7391592,2,,POINT (112.7391592 -7.3375223)
7624715182,-7.3374897,112.7391599,2,,POINT (112.7391599 -7.3374897)
7625039548,-7.3351994,112.7391409,2,,POINT (112.7391409 -7.3351994)
7625277768,-7.3396832,112.7365218,3,,POINT (112.7365218 -7.3396832)
7625813770,-7.3396214,112.7359647,2,,POINT (112.7359647 -7.3396214)
7625813771,-7.3396144,112.7359392,2,,POINT (112.7359392 -7.3396144)
7625813775,-7.3352306,112.7392618,2,,POINT (112.7392618 -7.3352306)
7625813776,-7.3352479,112.7392933,2,,POINT (112.7392933 -7.3352479)
7625813777,-7.3352333,112.7390344,2,,POINT (112.7390344 -7.3352333)
7625813778,-7.3352107,112.7390559,2,,POINT (112.7390559 -7.3352107)
7625813779,-7.3350231,112.7388816,2,,POINT (112.7388816 -7.3350231)
7625813780,-7.3350431,112.7389023,2,,POINT (112.7389023 -7.3350431)
7625813781,-7.3349773,112.7386978,2,,POINT (112.7386978 -7.3349773)
7625813782,-7.3349826,112.7386757,2,,POINT (112.7386757 -7.3349826)
7625813783,-7.3400793,112.7363475,2,,POINT (112.7363475 -7.3400793)
7625813784,-7.3400769,112.7363643,2,,POINT (112.7363643 -7.3400769)
7625829585,-7.3395661,112.7313921,2,,POINT (112.7313921 -7.3395661)
7625829586,-7.3395809,112.7313892,2,,POINT (112.7313892 -7.3395809)
7625829587,-7.339591,112.7313913,2,,POINT (112.7313913 -7.339591)
7625829588,-7.3399934,112.7393083,2,,POINT (112.7393083 -7.3399934)
7628878470,-7.3319195,112.7369425,3,,POINT (112.7369425 -7.3319195)
7863420975,-7.3318568,112.7369336,2,,POINT (112.7369336 -7.3318568)
7863654130,-7.3398282,112.7333473,2,,POINT (112.7333473 -7.3398282)
7904121937,-7.3355805,112.7370727,2,,POINT (112.7370727 -7.3355805)
8595351154,-7.3407164,112.7390344,1,,POINT (112.7390344 -7.3407164)
8597162661,-7.3359862,112.7312971,2,,POINT (112.7312971 -7.3359862)
8604948559,-7.3445451,112.737163,2,,POINT (112.737163 -7.3445451)
8605089082,-7.3405241,112.7383315,2,,POINT (112.7383315 -7.3405241)
9169552827,-7.3306185,112.7385815,3,,POINT (112.7385815 -7.3306185)
9182042006,-7.3387661,112.7300008,1,,POINT (112.7300008 -7.3387661)
9186637034,-7.3348676,112.7317074,2,,POINT (112.7317074 -7.3348676)
9186637035,-7.3348575,112.7316483,2,,POINT (112.7316483 -7.3348575)
9186637036,-7.3349979,112.731944,2,,POINT (112.731944 -7.3349979)
9186637037,-7.3350504,112.7319186,2,,POINT (112.7319186 -7.3350504)
9186637038,-7.3351316,112.7318863,2,,POINT (112.7318863 -7.3351316)
9186637039,-7.3374313,112.7347209,2,,POINT (112.7347209 -7.3374313)
9186637040,-7.3385699,112.7347489,2,,POINT (112.7347489 -7.3385699)
9186637041,-7.3385766,112.7347134,2,,POINT (112.7347134 -7.3385766)
9186740637,-7.3352582,112.7352029,2,,POINT (112.7352029 -7.3352582)
9186740638,-7.335228,112.7352136,2,,POINT (112.7352136 -7.335228)
9186740639,-7.3353277,112.7350675,1,,POINT (112.7350675 -7.3353277)
9186740640,-7.3352978,112.7351566,2,,POINT (112.7351566 -7.3352978)
9186740641,-7.3352805,112.7351855,2,,POINT (112.7351855 -7.3352805)
9186740642,-7.3350657,112.7352284,3,,POINT (112.7352284 -7.3350657)
9186740643,-7.3351947,112.7384578,2,,POINT (112.7384578 -7.3351947)
9186740644,-7.3352787,112.7384682,2,,POINT (112.7384682 -7.3352787)
9186740645,-7.3353704,112.7376229,2,,POINT (112.7376229 -7.3353704)
9186740646,-7.3354814,112.737576,2,,POINT (112.737576 -7.3354814)
9186740647,-7.3355732,112.7375109,2,,POINT (112.7375109 -7.3355732)
9186740648,-7.3358891,112.7373614,2,,POINT (112.7373614 -7.3358891)
9186740649,-7.3366126,112.7378878,2,,POINT (112.7378878 -7.3366126)
9186740650,-7.3363928,112.7380279,2,,POINT (112.7380279 -7.3363928)
9186933113,-7.3379798,112.7367621,2,,POINT (112.7367621 -7.3379798)
9186933114,-7.3374696,112.7391589,2,,POINT (112.7391589 -7.3374696)
9186933115,-7.3368283,112.7388961,2,,POINT (112.7388961 -7.3368283)
9186933116,-7.3364541,112.7390394,2,,POINT (112.7390394 -7.3364541)
9186933317,-7.3367279,112.7386327,2,,POINT (112.7386327 -7.3367279)
9186933318,-7.336483,112.7391119,2,,POINT (112.7391119 -7.336483)
9186933319,-7.3363913,112.7387298,2,,POINT (112.7387298 -7.3363913)
9186933320,-7.3364055,112.7387125,2,,POINT (112.7387125 -7.3364055)
9186933321,-7.3364257,112.7387018,2,,POINT (112.7387018 -7.3364257)
9186933322,-7.336925,112.7386195,2,,POINT (112.7386195 -7.336925)
9186933323,-7.3368695,112.738614,2,,POINT (112.738614 -7.3368695)
9186933324,-7.3368153,112.7386168,2,,POINT (112.7386168 -7.3368153)
9186933325,-7.3364806,112.7386859,2,,POINT (112.7386859 -7.3364806)
9186933326,-7.3363901,112.7387481,2,,POINT (112.7387481 -7.3363901)
9186933327,-7.3364658,112.7390929,2,,POINT (112.7390929 -7.3364658)
9186933328,-7.3365025,112.7391188,2,,POINT (112.7391188 -7.3365025)
9186933329,-7.3366088,112.7390994,2,,POINT (112.7390994 -7.3366088)
9186933330,-7.3366678,112.7390759,2,,POINT (112.7390759 -7.3366678)
9186933331,-7.3367042,112.7390476,2,,POINT (112.7390476 -7.3367042)
9186933332,-7.3367806,112.7389504,2,,POINT (112.7389504 -7.3367806)
9186933333,-7.3368019,112.7389231,2,,POINT (112.7389231 -7.3368019)
9186933334,-7.3383998,112.7393757,2,,POINT (112.7393757 -7.3383998)
9186933335,-7.341098,112.7352252,2,,POINT (112.7352252 -7.341098)
9186933336,-7.3410655,112.7352414,3,,POINT (112.7352414 -7.3410655)
9186933337,-7.341125,112.7352104,2,,POINT (112.7352104 -7.341125)
9186933338,-7.3411493,112.7351955,2,,POINT (112.7351955 -7.3411493)
9186933339,-7.333345,112.7356211,2,,POINT (112.7356211 -7.333345)
9186933340,-7.3331932,112.7357996,1,,POINT (112.7357996 -7.3331932)
9186933341,-7.3333001,112.7356395,2,,POINT (112.7356395 -7.3333001)
9186933342,-7.3333209,112.7356253,2,,POINT (112.7356253 -7.3333209)
9186933343,-7.3333688,112.7356239,2,,POINT (112.7356239 -7.3333688)
9186981522,-7.339333,112.7334809,2,,POINT (112.7334809 -7.339333)
9186981523,-7.3394085,112.7334609,2,,POINT (112.7334609 -7.3394085)
9186981524,-7.3374005,112.734718,2,,POINT (112.734718 -7.3374005)
9186981525,-7.3370368,112.7334844,2,,POINT (112.7334844 -7.3370368)
9186981526,-7.3368619,112.7331362,2,,POINT (112.7331362 -7.3368619)
9186981528,-7.3354841,112.7346726,2,,POINT (112.7346726 -7.3354841)
9186981529,-7.3354472,112.7345941,2,,POINT (112.7345941 -7.3354472)
9186981530,-7.3350266,112.7341185,2,,POINT (112.7341185 -7.3350266)
9186981531,-7.3350616,112.7341399,2,,POINT (112.7341399 -7.3350616)
9189322745,-7.3353557,112.7384601,2,,POINT (112.7384601 -7.3353557)
9189322746,-7.336371,112.7376601,2,,POINT (112.7376601 -7.336371)
9189322747,-7.3364949,112.7375909,2,,POINT (112.7375909 -7.3364949)
9189322748,-7.336734,112.7369013,2,,POINT (112.7369013 -7.336734)
9189322749,-7.335635,112.7371209,2,,POINT (112.7371209 -7.335635)
9189322750,-7.3355915,112.7370974,2,,POINT (112.7370974 -7.3355915)
9189322751,-7.3366935,112.736759,2,,POINT (112.736759 -7.3366935)
9189450947,-7.3391718,112.7357521,2,,POINT (112.7357521 -7.3391718)
9189450948,-7.3391881,112.7357404,2,,POINT (112.7357404 -7.3391881)
9189450949,-7.3393753,112.7357005,2,,POINT (112.7357005 -7.3393753)
9189450950,-7.3394644,112.7356951,2,,POINT (112.7356951 -7.3394644)
9189450951,-7.3397411,112.7357092,2,,POINT (112.7357092 -7.3397411)
9189450952,-7.3341613,112.7381602,2,,POINT (112.7381602 -7.3341613)
9189450953,-7.3341693,112.7381237,2,,POINT (112.7381237 -7.3341693)
9189450954,-7.3341765,112.7380905,2,,POINT (112.7380905 -7.3341765)
9189450955,-7.3341855,112.7380494,2,,POINT (112.7380494 -7.3341855)
9189450956,-7.3341919,112.7380201,2,,POINT (112.7380201 -7.3341919)
9189574587,-7.3353761,112.7376363,2,,POINT (112.7376363 -7.3353761)
9189825842,-7.3369638,112.7396701,1,,POINT (112.7396701 -7.3369638)
9189825843,-7.3352686,112.7393107,2,,POINT (112.7393107 -7.3352686)
9189825844,-7.3361632,112.7390016,2,,POINT (112.7390016 -7.3361632)
9189825845,-7.3361677,112.7389905,2,,POINT (112.7389905 -7.3361677)
9189825846,-7.3361531,112.7390111,2,,POINT (112.7390111 -7.3361531)
9189825847,-7.3395978,112.7359217,2,,POINT (112.7359217 -7.3395978)
9189941279,-7.335097,112.7389158,2,,POINT (112.7389158 -7.335097)
9189941280,-7.3362001,112.7386313,2,,POINT (112.7386313 -7.3362001)
9189941281,-7.3362065,112.7386133,2,,POINT (112.7386133 -7.3362065)
9189941282,-7.3362169,112.7385956,2,,POINT (112.7385956 -7.3362169)
9189941283,-7.3400523,112.7372273,2,,POINT (112.7372273 -7.3400523)
9189941284,-7.340043,112.7371562,2,,POINT (112.7371562 -7.340043)
9189941285,-7.340069,112.7374459,2,,POINT (112.7374459 -7.340069)
9189941286,-7.3400696,112.7380963,2,,POINT (112.7380963 -7.3400696)
9189941287,-7.3415038,112.7351932,2,,POINT (112.7351932 -7.3415038)
9189941288,-7.3376106,112.7352029,2,,POINT (112.7352029 -7.3376106)
9189941289,-7.3376179,112.7351469,2,,POINT (112.7351469 -7.3376179)
9189941290,-7.3330522,112.7380826,2,,POINT (112.7380826 -7.3330522)
9189941291,-7.3335981,112.7358575,2,,POINT (112.7358575 -7.3335981)
9189941292,-7.3336119,112.7358433,2,,POINT (112.7358433 -7.3336119)
9189941293,-7.3338666,112.735684,2,,POINT (112.735684 -7.3338666)
9189941294,-7.3356101,112.7317348,2,,POINT (112.7317348 -7.3356101)
9189941296,-7.3363863,112.7338216,1,,POINT (112.7338216 -7.3363863)
9190085200,-7.3404953,112.734004,2,,POINT (112.734004 -7.3404953)
9190085201,-7.3400666,112.736377,2,,POINT (112.736377 -7.3400666)
9351959202,-7.339191,112.7353354,3,,POINT (112.7353354 -7.339191)
9351959203,-7.3391552,112.7351513,2,,POINT (112.7351513 -7.3391552)
9351959204,-7.3391625,112.7351325,2,,POINT (112.7351325 -7.3391625)
9351959205,-7.3391758,112.7351177,2,,POINT (112.7351177 -7.3391758)
9446615216,-7.3323343,112.7308725,3,,POINT (112.7308725 -7.3323343)
9446643317,-7.3385633,112.7326407,2,,POINT (112.7326407 -7.3385633)
9451744977,-7.3346634,112.733419,3,,POINT (112.733419 -7.3346634)
9451744978,-7.3346504,112.7333928,2,,POINT (112.7333928 -7.3346504)
9451744979,-7.3346342,112.7333403,2,,POINT (112.7333403 -7.3346342)
9451744980,-7.3345834,112.7331136,2,,POINT (112.7331136 -7.3345834)
9451744981,-7.3345609,112.7330266,2,,POINT (112.7330266 -7.3345609)
9451744982,-7.3345425,112.7329539,2,,POINT (112.7329539 -7.3345425)
9451744983,-7.3345081,112.7328198,2,,POINT (112.7328198 -7.3345081)
9451744984,-7.3344485,112.7325851,2,,POINT (112.7325851 -7.3344485)
9451744985,-7.3343953,112.7323933,1,,POINT (112.7323933 -7.3343953)
9468197992,-7.3389703,112.7334172,2,,POINT (112.7334172 -7.3389703)
9468197993,-7.3388719,112.7334829,1,,POINT (112.7334829 -7.3388719)
9468197994,-7.3390336,112.7333679,3,,POINT (112.7333679 -7.3390336)
9468198004,-7.3388373,112.7313908,1,,POINT (112.7313908 -7.3388373)
9468198005,-7.3386637,112.7314331,2,,POINT (112.7314331 -7.3386637)
9468198006,-7.3386491,112.7314357,2,,POINT (112.7314357 -7.3386491)
9468198007,-7.3386265,112.731425,2,,POINT (112.731425 -7.3386265)
9468198008,-7.3385991,112.7313347,3,,POINT (112.7313347 -7.3385991)
9468260990,-7.3385619,112.7325502,2,,POINT (112.7325502 -7.3385619)
9468260991,-7.3384974,112.7325999,3,,POINT (112.7325999 -7.3384974)
9468260992,-7.3386431,112.7324979,1,,POINT (112.7324979 -7.3386431)
9570537318,-7.3304921,112.7355447,2,,POINT (112.7355447 -7.3304921)
9602869034,-7.3310367,112.7374117,2,,POINT (112.7374117 -7.3310367)
9620810086,-7.3322405,112.7353786,2,,POINT (112.7353786 -7.3322405)
9620810087,-7.3323626,112.7353997,2,,POINT (112.7353997 -7.3323626)
9620810088,-7.3324846,112.7344143,3,,POINT (112.7344143 -7.3324846)
9620810089,-7.3324686,112.7343547,2,,POINT (112.7343547 -7.3324686)
9623249365,-7.3323216,112.7346826,2,,POINT (112.7346826 -7.3323216)
9623249366,-7.3323503,112.7345719,2,,POINT (112.7345719 -7.3323503)
9623249367,-7.3323682,112.7345176,2,,POINT (112.7345176 -7.3323682)
9623249368,-7.3324094,112.7344519,2,,POINT (112.7344519 -7.3324094)
9662382572,-7.339521,112.7349152,2,,POINT (112.7349152 -7.339521)
9662382573,-7.3397577,112.7352673,2,,POINT (112.7352673 -7.3397577)
9662382574,-7.3396666,112.7352405,2,,POINT (112.7352405 -7.3396666)
9662735160,-7.3351143,112.7349307,2,,POINT (112.7349307 -7.3351143)
9662735161,-7.3347202,112.7348633,2,,POINT (112.7348633 -7.3347202)
9662735162,-7.3344778,112.7347631,3,,POINT (112.7347631 -7.3344778)
9662735163,-7.3392583,112.7340878,2,,POINT (112.7340878 -7.3392583)
9662940814,-7.3340456,112.7338478,2,,POINT (112.7338478 -7.3340456)
9673481819,-7.3372252,112.7396145,2,,POINT (112.7396145 -7.3372252)
9673481820,-7.3369106,112.7383907,2,,POINT (112.7383907 -7.3369106)
9674071385,-7.3362562,112.7381332,2,,POINT (112.7381332 -7.3362562)
9697654423,-7.3396609,112.7418213,2,,POINT (112.7418213 -7.3396609)
9697654424,-7.3405026,112.741783,2,,POINT (112.741783 -7.3405026)
9697654425,-7.3396381,112.7416334,2,,POINT (112.7416334 -7.3396381)
9697654426,-7.3404692,112.7415951,2,,POINT (112.7415951 -7.3404692)
9697654427,-7.3404451,112.7414313,2,,POINT (112.7414313 -7.3404451)
9697654428,-7.3396162,112.7414531,2,,POINT (112.7414531 -7.3396162)
9697654429,-7.3396772,112.7419554,2,,POINT (112.7419554 -7.3396772)
9697654430,-7.3396932,112.7419849,2,,POINT (112.7419849 -7.3396932)
9697654431,-7.3397145,112.7419996,2,,POINT (112.7419996 -7.3397145)
9697654432,-7.3404693,112.7419433,2,,POINT (112.7419433 -7.3404693)
9697654433,-7.3404999,112.7419259,2,,POINT (112.7419259 -7.3404999)
9697654434,-7.3405132,112.741899,2,,POINT (112.741899 -7.3405132)
9697654435,-7.3404327,112.7413478,2,,POINT (112.7413478 -7.3404327)
9697654436,-7.3404101,112.7413116,2,,POINT (112.7413116 -7.3404101)
9697654437,-7.3403742,112.7412835,2,,POINT (112.7412835 -7.3403742)
9702279061,-7.337215,112.736176,2,,POINT (112.736176 -7.337215)
9702279062,-7.3372212,112.7361628,2,,POINT (112.7361628 -7.3372212)
9702279063,-7.3372315,112.7361554,2,,POINT (112.7361554 -7.3372315)
9702279064,-7.3373938,112.7361687,2,,POINT (112.7361687 -7.3373938)
9702279065,-7.3372159,112.7363395,1,,POINT (112.7363395 -7.3372159)
9702279066,-7.3372122,112.7362272,2,,POINT (112.7362272 -7.3372122)
9702279067,-7.3372129,112.7362812,2,,POINT (112.7362812 -7.3372129)
9702279068,-7.3372142,112.7361895,2,,POINT (112.7361895 -7.3372142)
9702305063,-7.3359585,112.737327,3,,POINT (112.737327 -7.3359585)
9712956491,-7.3400071,112.7359056,2,,POINT (112.7359056 -7.3400071)
9712965119,-7.3352804,112.7361176,3,,POINT (112.7361176 -7.3352804)
9716869297,-7.3403025,112.7358192,2,,POINT (112.7358192 -7.3403025)
9716869298,-7.3402829,112.7358199,2,,POINT (112.7358199 -7.3402829)
9751221128,-7.3388349,112.7309664,3,,POINT (112.7309664 -7.3388349)
9751221129,-7.3391593,112.7309084,1,,POINT (112.7309084 -7.3391593)
9751221130,-7.3390599,112.7309273,2,,POINT (112.7309273 -7.3390599)
9944031682,-7.3405544,112.738887,2,,POINT (112.738887 -7.3405544)
10074663657,-7.3368878,112.7346861,1,,POINT (112.7346861 -7.3368878)
10074663658,-7.3373381,112.7345456,3,,POINT (112.7345456 -7.3373381)
10220635351,-7.331039,112.7351126,2,,POINT (112.7351126 -7.331039)
10245257859,-7.3286485,112.7394462,3,,POINT (112.7394462 -7.3286485)
10258945522,-7.332435,112.7343005,2,,POINT (112.7343005 -7.332435)
10285779898,-7.3385892,112.7346824,2,,POINT (112.7346824 -7.3385892)
10285811749,-7.3373616,112.7347258,2,,POINT (112.7347258 -7.3373616)
10285811750,-7.3372437,112.734344,2,,POINT (112.734344 -7.3372437)
10285811751,-7.3371672,112.7340416,2,,POINT (112.7340416 -7.3371672)
10285811752,-7.3371035,112.7338222,2,,POINT (112.7338222 -7.3371035)
10285811753,-7.3370538,112.7336164,2,,POINT (112.7336164 -7.3370538)
10290927688,-7.3360011,112.7316204,2,,POINT (112.7316204 -7.3360011)
10290927689,-7.3353932,112.7331254,2,,POINT (112.7331254 -7.3353932)
10669489193,-7.3394864,112.7406874,2,,POINT (112.7406874 -7.3394864)
10769919103,-7.3420528,112.7408972,2,,POINT (112.7408972 -7.3420528)
10871247933,-7.3437953,112.736593,1,,POINT (112.736593 -7.3437953)
11043869287,-7.3392436,112.7401898,1,,POINT (112.7401898 -7.3392436)
11043869288,-7.3389376,112.740067,3,,POINT (112.740067 -7.3389376)
11082910032,-7.3388858,112.7401992,1,,POINT (112.7401992 -7.3388858)
11082926419,-7.3392044,112.7396976,1,,POINT (112.7396976 -7.3392044)
11082926420,-7.3391928,112.7397268,2,,POINT (112.7397268 -7.3391928)
11082926421,-7.3391841,112.7397375,2,,POINT (112.7397375 -7.3391841)
11082926422,-7.3388943,112.7397701,3,,POINT (112.7397701 -7.3388943)
11082926423,-7.3391395,112.7400289,1,,POINT (112.7400289 -7.3391395)
11113182977,-7.3352207,112.7304227,3,,POINT (112.7304227 -7.3352207)
11217257917,-7.3398023,112.7367251,2,,POINT (112.7367251 -7.3398023)
11217257918,-7.3398555,112.7364676,2,,POINT (112.7364676 -7.3398555)
11217257919,-7.3398236,112.7370778,2,,POINT (112.7370778 -7.3398236)
11217257920,-7.3398927,112.7370121,2,,POINT (112.7370121 -7.3398927)
11217257921,-7.3398051,112.7362136,3,,POINT (112.7362136 -7.3398051)
11217257922,-7.3398927,112.7367197,4,,POINT (112.7367197 -7.3398927)
11217257923,-7.3397101,112.736521,2,,POINT (112.736521 -7.3397101)
11217257924,-7.3396581,112.7365314,2,,POINT (112.7365314 -7.3396581)
11217257925,-7.3396375,112.736549,2,,POINT (112.736549 -7.3396375)
11217257926,-7.3396239,112.7365724,2,,POINT (112.7365724 -7.3396239)
11217257927,-7.3396229,112.736627,2,,POINT (112.736627 -7.3396229)
11217257928,-7.3396365,112.7366518,2,,POINT (112.7366518 -7.3396365)
11217257929,-7.3396576,112.7366704,2,,POINT (112.7366704 -7.3396576)
11217257930,-7.3396839,112.7366805,2,,POINT (112.7366805 -7.3396839)
11217257931,-7.339712,112.7366808,2,,POINT (112.7366808 -7.339712)
11217257932,-7.3397604,112.736653,2,,POINT (112.736653 -7.3397604)
11217257933,-7.3397745,112.736628,2,,POINT (112.736628 -7.3397745)
11217257934,-7.3397791,112.7365995,2,,POINT (112.7365995 -7.3397791)
11217257935,-7.3397735,112.7365713,2,,POINT (112.7365713 -7.3397735)
11217257936,-7.3397584,112.7365468,2,,POINT (112.7365468 -7.3397584)
11217267137,-7.3397384,112.7366714,3,,POINT (112.7366714 -7.3397384)
11217267138,-7.3396187,112.736599,2,,POINT (112.736599 -7.3396187)
11217267139,-7.3397358,112.7365293,2,,POINT (112.7365293 -7.3397358)
11217267140,-7.3398462,112.7362061,2,,POINT (112.7362061 -7.3398462)
11217267141,-7.3398926,112.7361976,3,,POINT (112.7361976 -7.3398926)
