u,v,key,osmid,name,highway,oneway,reversed,length,travel_time,regulated_max_speed,computed_max_speed,capacity,lanes,width,access,bridge,service,geometry
4636658194,4636658195,0,698464048,Jalan Siwalankerto II,residential,False,False,15.907,1.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7323419 -7.3382547, 112.7322863 -7.3383867)"
4636658195,4636658196,0,698464048,Jalan Siwalankerto II,residential,False,False,11.296,1.4,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7322863 -7.3383867, 112.7322562 -7.3384838)"
4636658195,4636658194,0,698464048,Jalan Siwalankerto II,residential,False,True,15.907,1.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7322863 -7.3383867, 112.7323419 -7.3382547)"
4636658196,4636658197,0,698464048,Jalan Siwalankerto II,residential,False,False,16.415,2.0,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7322562 -7.3384838, 112.7322099 -7.3386241)"
4636658196,4636658195,0,698464048,Jalan Siwalankerto II,residential,False,True,11.296,1.4,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7322562 -7.3384838, 112.7322863 -7.3383867)"
4636658197,4636658196,0,698464048,Jalan Siwalankerto II,residential,False,True,16.415,2.0,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7322099 -7.3386241, 112.7322562 -7.3384838)"
4636658198,4636658426,0,469305766,Jalan Siwalankerto II,residential,False,False,37.681,4.5,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7319862 -7.3385936, 112.7318788 -7.3389153)"
4636658199,9751221128,0,469305766,Jalan Siwalankerto II,residential,False,True,6.493,0.8,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7309087 -7.3388233, 112.7309664 -7.3388349)"
4636658200,9751221128,0,469305766,Jalan Siwalankerto II,residential,False,False,1.655,0.2,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7309811 -7.3388379, 112.7309664 -7.3388349)"
4636658200,4636658201,0,469305766,Jalan Siwalankerto II,residential,False,True,29.417,3.5,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7309811 -7.3388379, 112.7312339 -7.3389223)"
4636658201,9468198008,0,469305726,Jalan Siwalankerto II,residential,False,True,37.618,4.5,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7312339 -7.3389223, 112.7313347 -7.3385991)"
4636658201,4636658200,0,469305766,Jalan Siwalankerto II,residential,False,False,29.417,3.5,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7312339 -7.3389223, 112.7309811 -7.3388379)"
4636658201,4636658202,0,469305766,Jalan Siwalankerto II,residential,False,True,35.707,4.3,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7312339 -7.3389223, 112.7315441 -7.3390143)"
4636658202,4636658201,0,469305766,Jalan Siwalankerto II,residential,False,False,35.707,4.3,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7315441 -7.3390143, 112.7312339 -7.3389223)"
4636658202,4636658205,0,469305766,Jalan Siwalankerto II,residential,False,True,31.672,3.8,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7315441 -7.3390143, 112.7318225 -7.3390842)"
4636658202,4636658203,0,469305769,Jalan Siwalankerto II A,living_street,False,True,31.732,5.7,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7315441 -7.3390143, 112.7314725 -7.3392907)"
4636658203,4636658202,0,469305769,Jalan Siwalankerto II A,living_street,False,False,31.732,5.7,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7314725 -7.3392907, 112.7315441 -7.3390143)"
4636658203,7625829585,0,469305769,Jalan Siwalankerto II A,living_street,False,True,31.881,5.7,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7314725 -7.3392907, 112.7313921 -7.3395661)"
4636658204,7625829587,0,469305769,Jalan Siwalankerto II A,living_street,False,False,1.466,0.3,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7314025 -7.3395981, 112.7313913 -7.339591)"
4636658205,4636658428,0,469305764,Jalan Siwalankerto II B,living_street,False,True,20.367,3.7,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7318225 -7.3390842, 112.7317829 -7.3392631)"
4636658205,4636658202,0,469305766,Jalan Siwalankerto II,residential,False,False,31.672,3.8,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7318225 -7.3390842, 112.7315441 -7.3390143)"
4636658205,4636658426,0,469305766,Jalan Siwalankerto II,residential,False,True,19.781,2.4,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7318225 -7.3390842, 112.7318788 -7.3389153)"
4636658214,4636658215,0,469305773,Jalan Siwalankerto V A,residential,False,True,7.2,0.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7374672 -7.3372005, 112.7374991 -7.337144)"
4636658215,4636658214,0,469305773,Jalan Siwalankerto V A,residential,False,False,7.2,0.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7374991 -7.337144, 112.7374672 -7.3372005)"
4636658215,4636658216,0,469305773,Jalan Siwalankerto V A,residential,False,True,7.674,0.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7374991 -7.337144, 112.7375286 -7.3370815)"
4636658216,4636658215,0,469305773,Jalan Siwalankerto V A,residential,False,False,7.674,0.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375286 -7.3370815, 112.7374991 -7.337144)"
4636658216,4636658217,0,469305773,Jalan Siwalankerto V A,residential,False,True,5.571,0.7,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375286 -7.3370815, 112.7375434 -7.3370336)"
4636658217,4636658216,0,469305773,Jalan Siwalankerto V A,residential,False,False,5.571,0.7,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375434 -7.3370336, 112.7375286 -7.3370815)"
4636658217,4636658218,0,469305773,Jalan Siwalankerto V A,residential,False,True,6.251,0.8,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375434 -7.3370336, 112.7375494 -7.3369777)"
4636658218,4636658217,0,469305773,Jalan Siwalankerto V A,residential,False,False,6.251,0.8,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375494 -7.3369777, 112.7375434 -7.3370336)"
4636658218,4636658220,0,469305773,Jalan Siwalankerto V A,residential,False,True,21.989,2.6,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375494 -7.3369777, 112.7375679 -7.3367808)"
4636658220,1719641870,0,159882749,Jalan Siwalankerto Timur V,residential,False,False,60.276,7.2,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375679 -7.3367808, 112.7370224 -7.3367473)"
4636658220,4636658221,0,159882749,Jalan Siwalankerto Timur V,residential,False,True,32.654,3.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375679 -7.3367808, 112.7378635 -7.3367977)"
4636658220,4636658218,0,469305773,Jalan Siwalankerto V A,residential,False,False,21.989,2.6,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375679 -7.3367808, 112.7375494 -7.3369777)"
4636658220,5608391689,0,587073135,,residential,False,True,15.777,1.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7375679 -7.3367808, 112.7375752 -7.3366391)"
4636658221,4636658220,0,159882749,Jalan Siwalankerto Timur V,residential,False,False,32.654,3.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7378635 -7.3367977, 112.7375679 -7.3367808)"
4636658221,3674473425,0,159882765,,residential,False,False,9.316,1.1,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7378635 -7.3367977, 112.7378506 -7.3368805)"
4636658221,9186740649,0,159882765,,residential,False,True,20.756,2.5,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7378635 -7.3367977, 112.7378878 -7.3366126)"
4636658225,4636658226,0,469305775,Gang Teratai,living_street,False,True,21.327,3.8,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7371372 -7.3412419, 112.7373296 -7.3412612)"
4636658226,4636658225,0,469305775,Gang Teratai,living_street,False,False,21.327,3.8,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7373296 -7.3412612, 112.7371372 -7.3412419)"
4636658226,4636658227,0,469305775,Gang Teratai,living_street,False,True,2.719,0.5,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7373296 -7.3412612, 112.7373524 -7.3412705)"
4636658227,4636658226,0,469305775,Gang Teratai,living_street,False,False,2.719,0.5,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7373524 -7.3412705, 112.7373296 -7.3412612)"
4636658227,4636658228,0,469305775,Gang Teratai,living_street,False,True,6.155,1.1,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7373524 -7.3412705, 112.73739 -7.3413114)"
4636658228,4636658227,0,469305775,Gang Teratai,living_street,False,False,6.155,1.1,20,15.0,1000.0,1,2,,,,"LINESTRING (112.73739 -7.3413114, 112.7373524 -7.3412705)"
4636658228,4636658229,0,469305775,Gang Teratai,living_street,False,True,2.041,0.4,20,15.0,1000.0,1,2,,,,"LINESTRING (112.73739 -7.3413114, 112.7374067 -7.3413193)"
4636658229,4636658228,0,469305775,Gang Teratai,living_street,False,False,2.041,0.4,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7374067 -7.3413193, 112.73739 -7.3413114)"
4636658229,4636658230,0,469305775,Gang Teratai,living_street,False,True,29.108,5.2,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7374067 -7.3413193, 112.7376703 -7.3413325)"
4636658230,4636658502,0,159882779,Jalan Siwalankerto Selatan I,residential,False,False,15.562,1.9,30,15.0,1000.0,1,2,,,,"LINESTRING (112.7376703 -7.3413325, 112.7376884 -7.3411937)"
4636658230,4636658436,0,159882779,Jalan Siwalankerto Selatan I,residential,False,True,46.555,5.6,30,15.0,1000.0,1,2,,,,"LINESTRING (112.7376703 -7.3413325, 112.7376054 -7.3417462)"
4636658230,4636658229,0,469305775,Gang Teratai,living_street,False,False,29.108,5.2,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7376703 -7.3413325, 112.7374067 -7.3413193)"
4636658261,4636658262,0,469305782,Jalan Makam Islam,living_street,False,True,15.827,2.8,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7405932 -7.3385622, 112.7405696 -7.3387026)"
4636658262,4636658261,0,469305782,Jalan Makam Islam,living_street,False,False,15.827,2.8,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7405696 -7.3387026, 112.7405932 -7.3385622)"
4636658262,4636658263,0,469305782,Jalan Makam Islam,living_street,False,True,28.441,5.1,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7405696 -7.3387026, 112.7405509 -7.3389577)"
4636658263,6709211182,0,159882791,Jalan Siwalankerto Timur I,residential,False,False,13.756,1.7,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7405509 -7.3389577, 112.7406746 -7.3389736)"
4636658263,6709211183,0,159882791,Jalan Siwalankerto Timur I,residential,False,True,35.037,4.2,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7405509 -7.3389577, 112.7402333 -7.3389656)"
4636658263,4636658262,0,469305782,Jalan Makam Islam,living_street,False,False,28.441,5.1,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7405509 -7.3389577, 112.7405696 -7.3387026)"
4636658264,4636658265,0,469305785,Gang Kelengkeng,living_street,False,True,8.741,1.6,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7371415 -7.3442329, 112.7372192 -7.3442484)"
4636658265,4636658617,0,159882788,,residential,False,False,9.52,1.1,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7372192 -7.3442484, 112.7372364 -7.3441645)"
4636658265,1719642465,0,159882788,,residential,False,True,15.907,1.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7372192 -7.3442484, 112.7371794 -7.3443859)"
4636658265,4636658264,0,469305785,Gang Kelengkeng,living_street,False,False,8.741,1.6,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7372192 -7.3442484, 112.7371415 -7.3442329)"
4636658266,1719642129,0,159882676,Jalan Siwalankerto VIII B,residential,False,False,153.996,18.5,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7371922 -7.3406874, 112.7357993 -7.3405899)"
4636658266,4636658269,0,469305787,Gang Anggrek,living_street,False,True,60.714,10.9,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7371922 -7.3406874, 112.7377411 -7.3407293)"
4636658269,4636656683,0,159882779,Jalan Siwalankerto Selatan I,residential,False,False,22.531,2.7,30,15.0,1000.0,1,2,,,,"LINESTRING (112.7377411 -7.3407293, 112.7377616 -7.3405277)"
4636658269,4636656665,0,159882779,Jalan Siwalankerto Selatan I,residential,False,True,35.566,4.3,30,15.0,1000.0,1,2,,,,"LINESTRING (112.7377411 -7.3407293, 112.7377074 -7.3410474)"
4636658269,4636658266,0,469305787,Gang Anggrek,living_street,False,False,60.714,10.9,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7377411 -7.3407293, 112.7371922 -7.3406874)"
4636658280,414554376,0,379337421,Jalan Siwalankerto,residential,False,False,23.709,2.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7330862 -7.3388915, 112.7332778 -7.3389882)"
4636658280,414554375,0,379337421,Jalan Siwalankerto,residential,False,True,16.968,2.0,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7330862 -7.3388915, 112.7329567 -7.3388091)"
4636658286,4636658287,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,True,23.563,4.2,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7410957 -7.3381476, 112.7410795 -7.3383589)"
4636658286,6726507137,0,715749173,,residential,False,False,10.089,1.2,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7410957 -7.3381476, 112.7410059 -7.3381303)"
4636658286,6726507138,0,715749173,,residential,False,True,24.513,2.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7410957 -7.3381476, 112.7413143 -7.3381875)"
4636658287,4636658286,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,False,23.563,4.2,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7410795 -7.3383589, 112.7410957 -7.3381476)"
4636658287,4636658288,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,True,15.87,2.9,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7410795 -7.3383589, 112.7410672 -7.3385011)"
4636658288,4636658287,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,False,15.87,2.9,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7410672 -7.3385011, 112.7410795 -7.3383589)"
4636658288,4636658389,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,True,15.871,2.9,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7410672 -7.3385011, 112.7410377 -7.3386408)"
4636658389,4636658288,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,False,15.871,2.9,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7410377 -7.3386408, 112.7410672 -7.3385011)"
4636658389,4636658390,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,True,20.324,3.7,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7410377 -7.3386408, 112.7409887 -7.338817)"
4636658390,4636658389,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,False,20.324,3.7,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7409887 -7.338817, 112.7410377 -7.3386408)"
4636658390,4636658391,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,True,22.848,4.1,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7409887 -7.338817, 112.7409231 -7.3390119)"
4636658391,6709211181,0,159882791,Jalan Siwalankerto Timur I,residential,False,False,9.421,1.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7409231 -7.3390119, 112.7410079 -7.3390221)"
4636658391,1719642031,0,159882791,Jalan Siwalankerto Timur I,residential,False,True,20.346,2.4,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7409231 -7.3390119, 112.7407397 -7.3389921)"
4636658391,4636658390,0,469305797,Jalan Siwalankerto Timur 1,living_street,False,False,22.848,4.1,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7409231 -7.3390119, 112.7409887 -7.338817)"
4636658392,5608388575,0,159882765,,residential,False,False,36.15,4.3,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7382296 -7.3359546, 112.7380995 -7.336253)"
4636658392,6722346482,0,159882765,,residential,False,True,60.957,7.3,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7382296 -7.3359546, 112.7384351 -7.3354457)"
4636658392,4636658394,0,469305799,Jalan Siwalankerto V C,living_street,False,True,55.122,9.9,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7382296 -7.3359546, 112.7377605 -7.3357835)"
4636658394,4188794758,0,418460732,,residential,False,False,32.255,3.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7377605 -7.3357835, 112.737629 -7.3360426)"
4636658394,4188794757,0,418460732,,residential,False,True,47.933,5.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7377605 -7.3357835, 112.7379424 -7.335392)"
4636658394,4636658392,0,469305799,Jalan Siwalankerto V C,living_street,False,False,55.122,9.9,20,20.0,1500.0,1,3,,,,"LINESTRING (112.7377605 -7.3357835, 112.7382296 -7.3359546)"
4636658395,4636658396,0,469305801,Gang Cherry,living_street,False,True,38.685,7.0,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7370094 -7.343494, 112.7373481 -7.3435845)"
4636658396,4636657880,0,159882788,,residential,False,False,27.283,3.3,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7373481 -7.3435845, 112.737439 -7.3433563)"
4636658396,1719642446,0,159882788,,residential,False,True,20.139,2.4,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7373481 -7.3435845, 112.7372934 -7.3437573)"
4636658396,4636658395,0,469305801,Gang Cherry,living_street,False,False,38.685,7.0,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7373481 -7.3435845, 112.7370094 -7.343494)"
4636658420,4636658421,0,469305809,Gang Pisang,living_street,False,True,47.095,8.5,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7352096 -7.3386358, 112.7347875 -7.3385716)"
4636658421,4636658420,0,469305809,Gang Pisang,living_street,False,False,47.095,8.5,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7347875 -7.3385716, 112.7352096 -7.3386358)"
4636658421,9186637040,0,469305809,Gang Pisang,living_street,False,True,4.261,0.8,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7347875 -7.3385716, 112.7347489 -7.3385699)"
4636658422,1719641997,0,159882783,Jalan Siwalankerto V,residential,False,False,10.288,1.2,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7346621 -7.3385975, 112.7346113 -7.3385199)"
4636658422,4636658193,0,469305762,Jalan Siwalankerto V,residential,False,True,92.003,11.0,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7346621 -7.3385975, 112.7345131 -7.3394116)"
4636658422,10285779898,0,469305809,Gang Pisang,living_street,False,False,2.422,0.4,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7346621 -7.3385975, 112.7346824 -7.3385892)"
4636658426,4636658205,0,469305766,Jalan Siwalankerto II,residential,False,False,19.781,2.4,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7318788 -7.3389153, 112.7318225 -7.3390842)"
4636658426,4636658198,0,469305766,Jalan Siwalankerto II,residential,False,True,37.681,4.5,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7318788 -7.3389153, 112.7319862 -7.3385936)"
4636658428,4636658205,0,469305764,Jalan Siwalankerto II B,living_street,False,False,20.367,3.7,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7317829 -7.3392631, 112.7318225 -7.3390842)"
4636658428,4636658429,0,469305764,Jalan Siwalankerto II B,living_street,False,True,18.006,3.2,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7317829 -7.3392631, 112.7317476 -7.3394212)"
4636658429,4636658428,0,469305764,Jalan Siwalankerto II B,living_street,False,False,18.006,3.2,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7317476 -7.3394212, 112.7317829 -7.3392631)"
4636658429,4636658430,0,469305764,Jalan Siwalankerto II B,living_street,False,True,23.847,4.3,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7317476 -7.3394212, 112.7317047 -7.3396314)"
4636658430,4636658429,0,469305764,Jalan Siwalankerto II B,living_street,False,False,23.847,4.3,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7317047 -7.3396314, 112.7317476 -7.3394212)"
4636658433,4636658434,0,469305815,Gang Dahlia,living_street,False,True,34.609,6.2,20,10.0,500.0,1,1,,,,"LINESTRING (112.7369683 -7.3417124, 112.7372821 -7.3417157)"
4636658434,4636658433,0,469305815,Gang Dahlia,living_street,False,False,34.609,6.2,20,10.0,500.0,1,1,,,,"LINESTRING (112.7372821 -7.3417157, 112.7369683 -7.3417124)"
4636658434,4636658435,0,469305815,Gang Dahlia,living_street,False,True,12.287,2.2,20,10.0,500.0,1,1,,,,"LINESTRING (112.7372821 -7.3417157, 112.7373927 -7.341729)"
4636658435,4636658434,0,469305815,Gang Dahlia,living_street,False,False,12.287,2.2,20,10.0,500.0,1,1,,,,"LINESTRING (112.7373927 -7.341729, 112.7372821 -7.3417157)"
4636658435,4636658436,0,469305815,Gang Dahlia,living_street,False,True,23.535,4.2,20,10.0,500.0,1,1,,,,"LINESTRING (112.7373927 -7.341729, 112.7376054 -7.3417462)"
4636658436,4636658230,0,159882779,Jalan Siwalankerto Selatan I,residential,False,False,46.555,5.6,30,15.0,1000.0,1,2,,,,"LINESTRING (112.7376054 -7.3417462, 112.7376703 -7.3413325)"
4636658436,1719642304,0,159882779,Jalan Siwalankerto Selatan I,residential,False,True,56.824,6.8,30,15.0,1000.0,1,2,,,,"LINESTRING (112.7376054 -7.3417462, 112.7375743 -7.3422563)"
4636658436,4636658435,0,469305815,Gang Dahlia,living_street,False,False,23.535,4.2,20,10.0,500.0,1,1,,,,"LINESTRING (112.7376054 -7.3417462, 112.7373927 -7.341729)"
4636658437,4636658438,0,469305818,Gang Mangga,living_street,False,True,10.52,1.9,20,10.0,500.0,1,1,,,,"LINESTRING (112.7349293 -7.3382008, 112.7348351 -7.3381859)"
4636658438,4636658437,0,469305818,Gang Mangga,living_street,False,False,10.52,1.9,20,10.0,500.0,1,1,,,,"LINESTRING (112.7348351 -7.3381859, 112.7349293 -7.3382008)"
4636658438,4636658439,0,469305818,Gang Mangga,living_street,False,True,28.633,5.2,20,10.0,500.0,1,1,,,,"LINESTRING (112.7348351 -7.3381859, 112.7345791 -7.338143)"
4636658439,1719641943,0,159882783,Jalan Siwalankerto V,residential,False,False,59.394,7.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7345791 -7.338143, 112.7346974 -7.3376219)"
4636658439,4636658540,0,159882783,Jalan Siwalankerto V,residential,False,True,16.972,2.0,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7345791 -7.338143, 112.7345491 -7.3382927)"
4636658439,4636658438,0,469305818,Gang Mangga,living_street,False,False,28.633,5.2,20,10.0,500.0,1,1,,,,"LINESTRING (112.7345791 -7.338143, 112.7348351 -7.3381859)"
4636658478,4636658481,0,469305823,Gang Pisang,living_street,False,True,56.095,10.1,20,10.0,500.0,1,1,,,,"LINESTRING (112.7358803 -7.3385699, 112.7358401 -7.338067)"
4636658481,4636658478,0,469305823,Gang Pisang,living_street,False,False,56.095,10.1,20,10.0,500.0,1,1,,,,"LINESTRING (112.7358401 -7.338067, 112.7358803 -7.3385699)"
4636658481,4636658485,0,469305823,Gang Pisang,living_street,False,True,59.837,10.8,20,10.0,500.0,1,1,,,,"LINESTRING (112.7358401 -7.338067, 112.7357979 -7.3375305)"
4636658485,4636658640,0,159882740,Jalan Siwalankerto Tengah,residential,False,False,21.542,2.6,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7357979 -7.3375305, 112.7356039 -7.3375531)"
4636658485,5608705173,0,159882740,Jalan Siwalankerto Tengah,residential,False,True,25.505,3.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7357979 -7.3375305, 112.7360284 -7.3375118)"
4636658485,4636658481,0,469305823,Gang Pisang,living_street,False,False,59.837,10.8,20,10.0,500.0,1,1,,,,"LINESTRING (112.7357979 -7.3375305, 112.7358401 -7.338067)"
4636658486,4636658487,0,469305826,Jalan Siwalankerto Timur II,residential,False,True,21.452,2.6,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7360505 -7.338145, 112.7360532 -7.3379521)"
4636658487,4636658486,0,469305826,Jalan Siwalankerto Timur II,residential,False,False,21.452,2.6,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7360532 -7.3379521, 112.7360505 -7.338145)"
4636658487,6722346464,0,469305826,Jalan Siwalankerto Timur II,residential,False,True,1.627,0.2,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7360532 -7.3379521, 112.7360542 -7.3379375)"
4636658488,5639045732,0,469305826,Jalan Siwalankerto Timur II,residential,False,False,2.485,0.3,30,25.0,2000.0,1,4,,,,"LINESTRING (112.736077 -7.3379118, 112.7360603 -7.3379268)"
4636658488,4636658490,0,469305826,Jalan Siwalankerto Timur II,residential,False,True,75.869,9.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.736077 -7.3379118, 112.7367639 -7.3379493)"
4636658488,5608705173,0,587121108,,residential,False,True,44.8,5.4,30,25.0,2000.0,2,4,,,,"LINESTRING (112.736077 -7.3379118, 112.7360284 -7.3375118)"
4636658490,4636658488,0,469305826,Jalan Siwalankerto Timur II,residential,False,False,75.869,9.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7367639 -7.3379493, 112.736077 -7.3379118)"
4636658490,6722826136,0,469305826,Jalan Siwalankerto Timur II,residential,False,True,9.174,1.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7367639 -7.3379493, 112.7368466 -7.3379582)"
4636658490,9186933113,0,587121099,,residential,False,False,3.397,0.4,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7367639 -7.3379493, 112.7367621 -7.3379798)"
4636658492,3674473425,0,379337421,Jalan Siwalankerto,residential,False,False,133.479,16.0,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7375875 -7.3380522, 112.7378506 -7.3368805)"
4636658492,6722346513,0,379337421,Jalan Siwalankerto,residential,False,True,28.121,3.4,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7375875 -7.3380522, 112.7375292 -7.3382984)"
4636658492,6722826136,0,469305826,Jalan Siwalankerto Timur II,residential,False,False,82.376,9.9,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7375875 -7.3380522, 112.7368466 -7.3379582)"
4636658501,4636658502,0,469305831,Gang Flamboyan,living_street,False,True,27.086,4.9,20,15.0,1000.0,1,2,,,,"LINESTRING (112.737934 -7.3411945, 112.7376884 -7.3411937)"
4636658502,4636658611,0,159882779,Jalan Siwalankerto Selatan I,residential,False,False,10.886,1.3,30,15.0,1000.0,1,2,,,,"LINESTRING (112.7376884 -7.3411937, 112.737701 -7.3410966)"
4636658502,4636658230,0,159882779,Jalan Siwalankerto Selatan I,residential,False,True,15.562,1.9,30,15.0,1000.0,1,2,,,,"LINESTRING (112.7376884 -7.3411937, 112.7376703 -7.3413325)"
4636658502,4636658501,0,469305831,Gang Flamboyan,living_street,False,False,27.086,4.9,20,15.0,1000.0,1,2,,,,"LINESTRING (112.7376884 -7.3411937, 112.737934 -7.3411945)"
4636658525,4636658526,0,469305837,Gang Sawo,living_street,False,True,13.45,2.4,20,10.0,500.0,1,1,,,,"LINESTRING (112.7334256 -7.3376565, 112.7334652 -7.3375421)"
4636658526,4636658525,0,469305837,Gang Sawo,living_street,False,False,13.45,2.4,20,10.0,500.0,1,1,,,,"LINESTRING (112.7334652 -7.3375421, 112.7334256 -7.3376565)"
