u,v,key,osmid,name,highway,oneway,reversed,length,travel_time,regulated_max_speed,computed_max_speed,capacity,lanes,width,access,bridge,service,geometry
414554367,4636658609,0,379337421,Jalan Siwalankerto,residential,False,False,24.423,2.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.73039 -7.3374156, 112.7306088 -7.3374495)"
414554367,3826351304,0,379337421,Jalan Siwalankerto,residential,False,True,27.984,3.4,30,25.0,2000.0,2,4,,,,"LINESTRING (112.73039 -7.3374156, 112.7301397 -7.3373743)"
414554368,1719641936,0,379337421,Jalan Siwalankerto,residential,False,False,14.954,1.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7308557 -7.3375022, 112.7309867 -7.3375369)"
414554368,5608527909,0,379337421,Jalan Siwalankerto,residential,False,True,20.731,2.5,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7308557 -7.3375022, 112.7306723 -7.3374613)"
414554370,4636658003,0,379337421,Jalan Siwalankerto,residential,False,False,16.245,1.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7314162 -7.3377379, 112.731549 -7.3378011)"
414554370,5608527900,0,379337421,Jalan Siwalankerto,residential,False,True,29.646,3.6,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7314162 -7.3377379, 112.7311753 -7.3376196)"
414554371,6722325581,0,379337421,Jalan Siwalankerto,residential,False,False,14.863,1.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7319676 -7.3379938, 112.7320848 -7.3380598)"
414554371,4636658003,0,379337421,Jalan Siwalankerto,residential,False,True,50.895,6.1,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7319676 -7.3379938, 112.731549 -7.3378011)"
414554371,6722842343,0,715302136,,residential,False,True,24.55,2.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7319676 -7.3379938, 112.7319065 -7.3382061)"
414554372,4636658194,0,379337421,Jalan Siwalankerto,residential,False,False,19.877,2.4,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7322052 -7.3381382, 112.7323419 -7.3382547)"
414554372,6722325581,0,379337421,Jalan Siwalankerto,residential,False,True,15.884,1.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7322052 -7.3381382, 112.7320848 -7.3380598)"
414554373,9468260991,0,379337421,Jalan Siwalankerto,residential,False,False,25.148,3.0,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7324347 -7.3383415, 112.7325999 -7.3384974)"
414554373,4636658194,0,379337421,Jalan Siwalankerto,residential,False,True,14.068,1.7,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7324347 -7.3383415, 112.7323419 -7.3382547)"
414554374,414554375,0,379337421,Jalan Siwalankerto,residential,False,False,11.205,1.3,30,25.0,2000.0,2,4,,,,"LINESTRING (112.732877 -7.3387466, 112.7329567 -7.3388091)"
414554374,6723021315,0,379337421,Jalan Siwalankerto,residential,False,True,18.267,2.2,30,25.0,2000.0,2,4,,,,"LINESTRING (112.732877 -7.3387466, 112.7327521 -7.3386387)"
414554375,4636658280,0,379337421,Jalan Siwalankerto,residential,False,False,16.968,2.0,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7329567 -7.3388091, 112.7330862 -7.3388915)"
414554375,414554374,0,379337421,Jalan Siwalankerto,residential,False,True,11.205,1.3,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7329567 -7.3388091, 112.732877 -7.3387466)"
414554376,9468197994,0,379337421,Jalan Siwalankerto,residential,False,False,11.145,1.3,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7332778 -7.3389882, 112.7333679 -7.3390336)"
414554376,4636658280,0,379337421,Jalan Siwalankerto,residential,False,True,23.709,2.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7332778 -7.3389882, 112.7330862 -7.3388915)"
414554377,414554378,0,379337421,Jalan Siwalankerto,residential,False,False,23.888,2.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.733547 -7.3391237, 112.7337434 -7.3392143)"
414554377,9468197994,0,379337421,Jalan Siwalankerto,residential,False,True,22.147,2.7,30,25.0,2000.0,2,4,,,,"LINESTRING (112.733547 -7.3391237, 112.7333679 -7.3390336)"
414554377,4545966473,0,468935793,Jalan Siwalankerto IV,residential,False,False,17.424,2.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.733547 -7.3391237, 112.7334981 -7.3392727)"
414554378,6722325580,0,379337421,Jalan Siwalankerto,residential,False,False,16.557,2.0,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7337434 -7.3392143, 112.7338846 -7.3392649)"
414554378,414554377,0,379337421,Jalan Siwalankerto,residential,False,True,23.888,2.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7337434 -7.3392143, 112.733547 -7.3391237)"
414554379,414554380,0,379337421,Jalan Siwalankerto,residential,False,False,12.155,1.5,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7342119 -7.3393434, 112.7343194 -7.3393675)"
414554379,4636657813,0,379337421,Jalan Siwalankerto,residential,False,True,15.271,1.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7342119 -7.3393434, 112.7340764 -7.3393151)"
414554380,4636658193,0,379337421,Jalan Siwalankerto,residential,False,False,21.918,2.6,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7343194 -7.3393675, 112.7345131 -7.3394116)"
414554380,414554379,0,379337421,Jalan Siwalankerto,residential,False,True,12.155,1.5,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7343194 -7.3393675, 112.7342119 -7.3393434)"
414554382,5608705182,0,379337421,Jalan Siwalankerto,residential,False,False,12.772,1.5,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7347881 -7.339533, 112.7348935 -7.3395806)"
414554382,4636658193,0,379337421,Jalan Siwalankerto,residential,False,True,33.197,4.0,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7347881 -7.339533, 112.7345131 -7.3394116)"
414554383,5608705178,0,379337421,Jalan Siwalankerto,residential,False,False,25.788,3.1,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7350123 -7.3396265, 112.7352351 -7.3396969)"
414554383,5608705182,0,379337421,Jalan Siwalankerto,residential,False,True,14.061,1.7,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7350123 -7.3396265, 112.7348935 -7.3395806)"
414554384,414554385,0,379337421,Jalan Siwalankerto,residential,False,False,38.356,4.6,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7353723 -7.3397295, 112.735713 -7.3397988)"
414554384,5608702819,0,379337421,Jalan Siwalankerto,residential,False,True,10.94,1.3,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7353723 -7.3397295, 112.7352759 -7.3397063)"
414554385,3217332325,0,379337421,Jalan Siwalankerto,residential,False,False,17.068,2.0,30,25.0,2000.0,2,4,,,,"LINESTRING (112.735713 -7.3397988, 112.7358647 -7.3398292)"
414554385,414554384,0,379337421,Jalan Siwalankerto,residential,False,True,38.356,4.6,30,25.0,2000.0,2,4,,,,"LINESTRING (112.735713 -7.3397988, 112.7353723 -7.3397295)"
414554385,9189450951,0,587121096,,service,False,False,6.43,0.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.735713 -7.3397988, 112.7357092 -7.3397411)"
414554388,6722325558,0,379337421,Jalan Siwalankerto,residential,False,False,4.219,0.5,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7369015 -7.3400111, 112.7369397 -7.3400131)"
414554388,5608705138,0,379337421,Jalan Siwalankerto,residential,False,True,19.997,2.4,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7369015 -7.3400111, 112.7367221 -7.339985)"
414554389,6722325560,0,379337421,Jalan Siwalankerto,residential,False,False,7.426,0.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.73701 -7.3399991, 112.737063 -7.3399579)"
414554389,6722325559,0,379337421,Jalan Siwalankerto,residential,False,True,3.762,0.5,30,25.0,2000.0,2,4,,,,"LINESTRING (112.73701 -7.3399991, 112.7369772 -7.3400084)"
414554389,1719642060,0,1151910561,Jalan Siwalankerto Selatan,residential,False,True,9.436,1.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.73701 -7.3399991, 112.73709 -7.3400292)"
414554390,414554391,0,379337421,Jalan Siwalankerto,residential,False,False,15.017,1.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7370953 -7.3399228, 112.7371657 -7.3398072)"
414554390,6722325560,0,379337421,Jalan Siwalankerto,residential,False,True,5.284,0.6,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7370953 -7.3399228, 112.737063 -7.3399579)"
414554391,6722325561,0,379337421,Jalan Siwalankerto,residential,False,False,16.49,2.0,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7371657 -7.3398072, 112.7372439 -7.3396808)"
414554391,414554390,0,379337421,Jalan Siwalankerto,residential,False,True,15.017,1.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7371657 -7.3398072, 112.7370953 -7.3399228)"
414554392,7279052516,0,35354473,,service,True,False,12.61,1.5,30,20.0,1500.0,1,2.75,permissive,,,"LINESTRING (112.7372846 -7.3395592, 112.7373978 -7.3395752)"
414554392,6722804060,0,379337421,Jalan Siwalankerto,residential,False,False,48.229,5.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7372846 -7.3395592, 112.7373517 -7.3391306)"
414554392,6722325563,0,379337421,Jalan Siwalankerto,residential,False,True,8.573,1.0,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7372846 -7.3395592, 112.7372635 -7.3396334)"
414554395,4636657867,0,159882791,Jalan Siwalankerto Timur I,residential,False,False,93.168,11.2,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7374745 -7.3384769, 112.7383033 -7.3386392)"
414554395,6722346513,0,379337421,Jalan Siwalankerto,residential,False,False,20.745,2.5,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7374745 -7.3384769, 112.7375292 -7.3382984)"
414554395,6725774787,0,379337421,Jalan Siwalankerto,residential,False,True,23.848,2.9,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7374745 -7.3384769, 112.737423 -7.3386852)"
414555413,5608705164,0,587121097,,service,False,True,48.045,5.8,30,25.0,2000.0,2,4,permissive,,,"LINESTRING (112.7396945 -7.340008, 112.7401301 -7.3400018)"
414555413,7625829588,0,816444051,,service,False,True,42.623,5.1,30,25.0,2000.0,2,4,permissive,,,"LINESTRING (112.7396945 -7.340008, 112.7393083 -7.3399934)"
414555414,5608705124,0,587121087,,service,False,True,69.232,8.3,30,25.0,2000.0,2,4,permissive,,,"LINESTRING (112.7390021 -7.3399791, 112.7391181 -7.3393672)"
414555414,7625829588,0,816444051,,service,False,False,33.806,4.1,30,25.0,2000.0,2,4,permissive,,,"LINESTRING (112.7390021 -7.3399791, 112.7393083 -7.3399934)"
414555415,7624534442,0,35354473,,service,True,False,3.975,0.5,30,20.0,1500.0,1,2.75,permissive,,,"LINESTRING (112.7387166 -7.3399373, 112.7387508 -7.3399486)"
414555416,7624534445,0,35354473,,service,True,False,5.89,0.7,30,20.0,1500.0,1,2.75,permissive,,,"LINESTRING (112.7383923 -7.3397965, 112.7384437 -7.3398109)"
1719578490,6009697561,0,466909147,Jalan Jemur Andayani X,residential,False,False,15.177,1.8,30,35.0,3000.0,1,6,,,,"LINESTRING (112.7365848 -7.3284772, 112.7364952 -7.3285808)"
1719578490,4648434297,0,466909147,Jalan Jemur Andayani X,residential,False,True,23.68,2.8,30,35.0,3000.0,1,6,,,,"LINESTRING (112.7365848 -7.3284772, 112.7366656 -7.3282799)"
1719578490,7238086054,0,775869019,Jalan Jemur Andayani XIX,residential,False,True,17.863,2.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7365848 -7.3284772, 112.7367365 -7.3285335)"
1719578515,6009697561,0,466909147,Jalan Jemur Andayani X,residential,False,True,40.443,4.9,30,35.0,3000.0,1,6,,,,"LINESTRING (112.7362886 -7.3288813, 112.7364952 -7.3285808)"
1719578515,7221639883,0,775864674,Jalan Jemur Andayani XX,residential,False,True,17.546,2.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7362886 -7.3288813, 112.7364426 -7.3289209)"
1719578520,7238086054,0,159869525,Jalan Jemur Andayani XIX,residential,False,False,290.01,34.8,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7393094 -7.3290722, 112.7367365 -7.3285335)"
1719578520,1719578546,0,159869870,Jalan Jemur Andayani XVII,residential,False,False,51.736,6.2,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7393094 -7.3290722, 112.739121 -7.3294983)"
1719578520,4617661818,0,159869870,Jalan Jemur Andayani XVII,residential,False,True,49.721,6.0,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7393094 -7.3290722, 112.7394641 -7.3286522)"
1719578546,5340226231,0,159869587,Jalan Jemur Andayani XX,residential,False,False,159.613,19.2,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.739121 -7.3294983, 112.7377067 -7.3291937)"
1719578546,5605885575,0,159869870,Jalan Jemur Andayani XVII,residential,False,False,127.506,15.3,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.739121 -7.3294983, 112.7386193 -7.3305314)"
1719578546,1719578520,0,159869870,Jalan Jemur Andayani XVII,residential,False,True,51.736,6.2,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.739121 -7.3294983, 112.7393094 -7.3290722)"
1719578638,9570537318,0,159869715,Jalan Jemur Andayani XXI,residential,False,True,13.266,1.6,30,35.0,3000.0,1,6,permissive,,,"LINESTRING (112.7354286 -7.3304609, 112.7355447 -7.3304921)"
1719578638,1719578721,0,586746270,Jalan Jemur Andayani X,residential,False,False,73.477,8.8,30,35.0,3000.0,1,6,,,,"LINESTRING (112.7354286 -7.3304609, 112.735098 -7.3310346)"
1719578655,5605885576,0,159869870,Jalan Jemur Andayani XVII,residential,False,False,2.654,0.3,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7386055 -7.3305643, 112.7385957 -7.3305861)"
1719578655,5605885575,0,159869870,Jalan Jemur Andayani XVII,residential,False,True,3.962,0.5,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7386055 -7.3305643, 112.7386193 -7.3305314)"
1719578717,6722325508,0,159869715,Jalan Jemur Andayani XXI,residential,False,False,116.73,14.0,30,35.0,3000.0,1,6,permissive,,,"LINESTRING (112.7374299 -7.3309727, 112.7364019 -7.3307228)"
1719578717,1719578747,0,159869715,Jalan Jemur Andayani XXI,residential,False,True,102.287,12.3,30,35.0,3000.0,1,6,permissive,,,"LINESTRING (112.7374299 -7.3309727, 112.738333 -7.3311822)"
1719578717,9602869034,0,159869861,Jalan Jemur Andayani XXII,residential,False,False,7.394,0.9,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7374299 -7.3309727, 112.7374117 -7.3310367)"
1719578721,10220635351,0,159869861,Jalan Jemur Andayani XXII,residential,False,True,1.683,0.2,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.735098 -7.3310346, 112.7351126 -7.331039)"
1719578721,1719578811,0,586746270,Jalan Jemur Andayani X,residential,False,False,52.32,6.3,30,35.0,3000.0,1,6,,,,"LINESTRING (112.735098 -7.3310346, 112.7348508 -7.3314362)"
1719578721,1719578638,0,586746270,Jalan Jemur Andayani X,residential,False,True,73.477,8.8,30,35.0,3000.0,1,6,,,,"LINESTRING (112.735098 -7.3310346, 112.7354286 -7.3304609)"
1719578746,6709065836,0,159869861,Jalan Jemur Andayani XXII,residential,False,False,2.367,0.3,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7373816 -7.3311744, 112.7373762 -7.331195)"
1719578746,9602869034,0,159869861,Jalan Jemur Andayani XXII,residential,False,True,15.667,1.9,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7373816 -7.3311744, 112.7374117 -7.3310367)"
1719578747,1719578717,0,159869715,Jalan Jemur Andayani XXI,residential,False,False,102.287,12.3,30,35.0,3000.0,1,6,permissive,,,"LINESTRING (112.738333 -7.3311822, 112.7374299 -7.3309727)"
1719578747,6709416759,0,159869870,Jalan Jemur Andayani XVII,residential,False,False,8.232,1.0,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.738333 -7.3311822, 112.7383129 -7.3312535)"
1719578747,9169552827,0,159869870,Jalan Jemur Andayani XVII,residential,False,True,68.41,8.2,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.738333 -7.3311822, 112.7385815 -7.3306185)"
1719578747,6722325536,0,698804862,Jalan Jemur Andayani XXI,residential,False,True,11.577,1.4,30,35.0,3000.0,1,6,permissive,,,"LINESTRING (112.738333 -7.3311822, 112.7384377 -7.3311897)"
1719578771,6722325532,0,698804862,Jalan Jemur Andayani XXI,residential,False,False,21.893,2.6,30,35.0,3000.0,1,6,permissive,,,"LINESTRING (112.7393031 -7.3313142, 112.7391122 -7.3312602)"
1719578776,1719578778,0,159869861,Jalan Jemur Andayani XXII,residential,False,False,23.674,2.8,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7370593 -7.3312804, 112.7368462 -7.331306)"
1719578776,5340226229,0,159869861,Jalan Jemur Andayani XXII,residential,False,True,18.234,2.2,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7370593 -7.3312804, 112.7372219 -7.3312507)"
1719578778,6709065842,0,159869586,Jalan Jemur Andayani XXII,residential,False,False,49.955,6.0,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7368462 -7.331306, 112.7368981 -7.3317523)"
1719578778,5340226230,0,159869861,Jalan Jemur Andayani XXII,residential,False,False,20.889,2.5,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7368462 -7.331306, 112.736658 -7.3313272)"
1719578778,1719578776,0,159869861,Jalan Jemur Andayani XXII,residential,False,True,23.674,2.8,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7368462 -7.331306, 112.7370593 -7.3312804)"
1719578789,6709065843,0,159869861,Jalan Jemur Andayani XXII,residential,False,False,14.683,1.8,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7364856 -7.3313654, 112.7363536 -7.3313826)"
1719578789,5340226230,0,159869861,Jalan Jemur Andayani XXII,residential,False,True,19.482,2.3,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7364856 -7.3313654, 112.736658 -7.3313272)"
1719578799,6709065844,0,159869861,Jalan Jemur Andayani XXII,residential,False,False,9.717,1.2,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7362729 -7.3313846, 112.7361873 -7.3313639)"
1719578799,6709065843,0,159869861,Jalan Jemur Andayani XXII,residential,False,True,8.903,1.1,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7362729 -7.3313846, 112.7363536 -7.3313826)"
1719578811,1719578721,0,586746270,Jalan Jemur Andayani X,residential,False,True,52.32,6.3,30,35.0,3000.0,1,6,,,,"LINESTRING (112.7348508 -7.3314362, 112.735098 -7.3310346)"
1719578811,7054233690,0,586746271,Jalan Siwalankerto Utara II,residential,False,False,3.463,0.4,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7348508 -7.3314362, 112.7348343 -7.3314627)"
1719578811,5605885558,0,586746278,,residential,False,True,85.532,10.3,30,25.0,2000.0,2,4,permissive,,,"LINESTRING (112.7348508 -7.3314362, 112.7355811 -7.3316951)"
1719578811,7238058414,0,755080582,,residential,False,False,4.749,0.6,30,25.0,2000.0,1,4,no,,,"LINESTRING (112.7348508 -7.3314362, 112.734811 -7.3314199)"
1719578814,6709416757,0,159869870,Jalan Jemur Andayani XVII,residential,False,False,7.915,0.9,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7382352 -7.3314659, 112.738215 -7.3315342)"
1719578814,6709416758,0,159869870,Jalan Jemur Andayani XVII,residential,False,True,14.975,1.8,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7382352 -7.3314659, 112.7382834 -7.33134)"
1719578818,6709416756,0,159869870,Jalan Jemur Andayani XVII,residential,False,True,3.121,0.4,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7382232 -7.331598, 112.7382123 -7.3315721)"
1719578818,6709416754,0,586746285,,residential,False,True,9.619,1.2,30,25.0,2000.0,2,4,permissive,,,"LINESTRING (112.7382232 -7.331598, 112.7382834 -7.3316606)"
1719578825,4617662002,0,159869586,Jalan Jemur Andayani XXII,residential,False,False,58.529,7.0,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7369629 -7.3318117, 112.7374854 -7.3317195)"
1719578825,6709065840,0,159869586,Jalan Jemur Andayani XXII,residential,False,True,3.458,0.4,30,25.0,2000.0,1,4,permissive,,,"LINESTRING (112.7369629 -7.3318117, 112.7369323 -7.3318049)"
1719578878,6709137046,0,159869727,Jalan Siwalankerto Utara II,residential,False,False,79.34,9.5,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7340241 -7.333105, 112.734296 -7.3324444)"
1719578878,6790811915,0,159869727,Jalan Siwalankerto Utara II,residential,False,True,32.777,3.9,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7340241 -7.333105, 112.733913 -7.3333784)"
1719578878,6722956557,0,715312678,,service,False,True,6.459,0.8,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7340241 -7.333105, 112.7340787 -7.333126)"
1719578936,1719641669,0,159869727,Jalan Siwalankerto Utara II,residential,False,False,8.747,1.0,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7336553 -7.3340219, 112.7336822 -7.3339479)"
1719578936,1719641687,0,159869727,Jalan Siwalankerto Utara II,residential,False,True,73.397,8.8,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7336553 -7.3340219, 112.7334264 -7.3346417)"
1719579181,5608388598,0,159869696,Jalan Siwalankerto,residential,False,False,20.022,2.4,30,35.0,3000.0,1,6,,,,"LINESTRING (112.7386382 -7.3370396, 112.7388151 -7.3370801)"
1719579181,3674473426,0,159869696,Jalan Siwalankerto,residential,False,True,29.662,3.6,30,35.0,3000.0,1,6,,,,"LINESTRING (112.7386382 -7.3370396, 112.7383763 -7.3369789)"
1719579181,9186933322,0,994877964,,service,False,False,12.909,1.5,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7386382 -7.3370396, 112.7386195 -7.336925)"
1719579206,6709234794,0,159869696,Jalan Siwalankerto,residential,False,False,35.457,4.3,30,35.0,3000.0,1,6,,,,"LINESTRING (112.7407763 -7.3374229, 112.7410944 -7.3374692)"
1719579206,4636658662,0,159869696,Jalan Siwalankerto,residential,False,True,118.918,14.3,30,35.0,3000.0,1,6,,,,"LINESTRING (112.7407763 -7.3374229, 112.7397086 -7.3372734)"
1719579214,6709234794,0,159869696,Jalan Siwalankerto,residential,False,True,37.333,4.5,30,35.0,3000.0,1,6,,,,"LINESTRING (112.74143 -7.3375132, 112.7410944 -7.3374692)"
1719641669,6790811915,0,159869727,Jalan Siwalankerto Utara II,residential,False,False,68.25,8.2,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7336822 -7.3339479, 112.733913 -7.3333784)"
1719641669,1719578936,0,159869727,Jalan Siwalankerto Utara II,residential,False,True,8.747,1.0,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7336822 -7.3339479, 112.7336553 -7.3340219)"
1719641669,7624534440,0,816374595,,residential,True,False,8.082,1.0,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7336822 -7.3339479, 112.7337333 -7.334)"
1719641682,4636658083,0,159882758,Jalan Siwalankerto Utara,residential,False,True,82.132,9.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7308607 -7.3346113, 112.7315676 -7.3348437)"
1719641682,6722346456,0,470920438,Jalan Siwalankerto Tengah,living_street,False,True,4.322,0.8,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7308607 -7.3346113, 112.7308376 -7.3346427)"
1719641687,1719578936,0,159869727,Jalan Siwalankerto Utara II,residential,False,False,73.397,8.8,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7334264 -7.3346417, 112.7336553 -7.3340219)"
1719641687,4616117080,0,466909145,Jalan Siwalankerto Utara II,residential,False,True,1.805,0.2,30,25.0,2000.0,1,4,,yes,,"LINESTRING (112.7334264 -7.3346417, 112.7334204 -7.3346568)"
1719641692,6722346456,0,470920438,Jalan Siwalankerto Tengah,living_street,False,False,18.483,3.3,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7307621 -7.3347911, 112.7308376 -7.3346427)"
1719641692,1719641711,0,470920438,Jalan Siwalankerto Tengah,living_street,False,True,27.146,4.9,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7307621 -7.3347911, 112.7306376 -7.3350017)"
1719641702,9186637034,0,159882758,Jalan Siwalankerto Utara,residential,False,False,7.552,0.9,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7317734 -7.3348857, 112.7317074 -7.3348676)"
1719641702,1719641707,0,159882758,Jalan Siwalankerto Utara,residential,False,True,22.443,2.7,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7317734 -7.3348857, 112.731967 -7.3349479)"
1719641707,9186637036,0,159882714,Jalan Siwalankerto Utara I,residential,False,False,6.111,0.7,30,25.0,2000.0,1,4,,,,"LINESTRING (112.731967 -7.3349479, 112.731944 -7.3349979)"
1719641707,1719641702,0,159882758,Jalan Siwalankerto Utara,residential,False,False,22.443,2.7,30,20.0,1500.0,1,3,,,,"LINESTRING (112.731967 -7.3349479, 112.7317734 -7.3348857)"
1719641707,10290927689,0,159882758,Jalan Siwalankerto Utara,residential,False,True,137.014,16.4,30,20.0,1500.0,1,3,,,,"LINESTRING (112.731967 -7.3349479, 112.7331254 -7.3353932)"
1719641711,1719641692,0,470920438,Jalan Siwalankerto Tengah,living_street,False,False,27.146,4.9,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7306376 -7.3350017, 112.7307621 -7.3347911)"
1719641711,4636658044,0,470920438,Jalan Siwalankerto Tengah,living_street,False,True,7.18,1.3,20,25.0,2000.0,1,4,,,,"LINESTRING (112.7306376 -7.3350017, 112.7306007 -7.3350549)"
1719641720,4188794757,0,159882649,Jalan Siwalankerto V D,residential,False,False,58.763,7.1,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7384677 -7.3353035, 112.7379424 -7.335392)"
1719641720,9189322745,0,159882765,,residential,False,False,5.865,0.7,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7384677 -7.3353035, 112.7384601 -7.3353557)"
1719641720,9186740644,0,587072752,,service,False,False,2.758,0.3,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7384677 -7.3353035, 112.7384682 -7.3352787)"
1719641726,10290927689,0,159882758,Jalan Siwalankerto Utara,residential,False,False,3.041,0.4,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7331511 -7.3354031, 112.7331254 -7.3353932)"
1719641726,5608342972,0,159882811,Jalan Siwalankerto Utara II,residential,False,False,59.332,7.1,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7331511 -7.3354031, 112.733334 -7.3349013)"
1719641726,4636657834,0,159882811,Jalan Siwalankerto Utara II,residential,False,True,69.765,8.4,30,25.0,2000.0,1,4,,,,"LINESTRING (112.7331511 -7.3354031, 112.7329556 -7.3359998)"
1719641752,6722346471,0,159882649,Jalan Siwalankerto V D,residential,False,True,8.031,1.0,30,20.0,1500.0,1,3,,,,"LINESTRING (112.7375993 -7.3354676, 112.7376691 -7.335447)"
1719641752,9186740646,0,159882687,,residential,False,False,2.993,0.4,30,25.0,2000.0,2,4,,,,"LINESTRING (112.7375993 -7.3354676, 112.737576 -7.3354814)"
1719641759,1719641774,0,159882694,,residential,False,False,22.123,2.7,30,25.0,2000.0,2,4,,,,"LINESTRING (112.737045 -7.3355725, 112.7368501 -7.3356196)"
