"LinkID","Node1","Node2","Capacity","Distance","MaxSpeed","NumLane","RoadWidth","RoadType","RoadName","Congestion","BasisFlow","EstFlow","Speed","TravelTime","Delay"
1,191,190,3000.0,0.071,35.0,2,6.0,"tertiary","Jalan Citra Raya Niaga",0.015270041198765835,0.0005828918533836585,45.81012359629751,34.86587313908742,0.0020363752175878635,7.803789016435324e-06
2,190,189,3000.0,0.013,35.0,2,6.0,"tertiary","Jalan Citra Raya Niaga",0.015270041198766762,0.0005828918533836939,45.810123596300286,34.86587313908741,0.00037285743420622863,1.4288627776571933e-06
3,189,188,3000.0,0.01,35.0,2,6.0,"tertiary","Jalan Citra Raya Niaga",0.01527004119876781,0.0005828918533837338,45.81012359630343,34.865873139087405,0.00028681341092786825,1.0991252135825148e-06
4,188,187,3000.0,0.014,35.0,2,6.0,"tertiary","Jalan Citra Raya Niaga",0.01527004119876774,0.0005828918533837312,45.81012359630322,34.865873139087405,0.0004015387752990156,1.538775299015564e-06
5,187,186,3000.0,0.013,35.0,2,6.0,"tertiary","Jalan Citra Raya Niaga",0.015270041198765193,0.000582891853383634,45.81012359629558,34.86587313908743,0.00037285743420622847,1.4288627776570307e-06
6,186,185,3000.0,0.007,35.0,2,6.0,"tertiary","Jalan Citra Raya Niaga",0.015270041198763627,0.0005828918533835742,45.81012359629088,34.86587313908744,0.00020076938764950757,7.693876495075652e-07
7,185,184,3000.0,0.02,35.0,2,6.0,"tertiary","Jalan Citra Raya Niaga",0.015270041198761844,0.0005828918533835061,45.81012359628553,34.865873139087455,0.0005736268218557357,2.1982504271642707e-06
8,12,11,1500.0,0.001,35.0,2,3.0,"tertiary","Jalan Gapura Lontar Barat",0.08058217888706974,0.001538001600315718,120.87326833060462,34.28009856096903,2.9171444715114962e-05,6.000161436863914e-07
9,11,12,1500.0,0.001,35.0,2,3.0,"tertiary","Jalan Gapura Lontar Barat",0.20274250847718642,0.0038695690138501604,304.1137627157796,33.125623404487314,3.018811111233416e-05,1.616682540905589e-06
10,11,10,1500.0,0.003,35.0,2,3.0,"tertiary","Jalan Gapura Lontar Barat",0.20274250847718642,0.0038695690138501604,304.1137627157796,33.125623404487314,9.056433333700249e-05,4.850047622716774e-06
11,10,11,1500.0,0.003,35.0,2,3.0,"tertiary","Jalan Gapura Lontar Barat",0.3249028380672995,0.006201136427384535,487.35425710094927,31.878751887486253,9.41065701250878e-05,8.39228441080209e-06
12,134,133,8000.0,0.005,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.013777242391227174,0.0014024222982166102,110.2179391298174,64.77534334014537,7.71898648802867e-05,2.667879572097753e-07
13,133,132,8000.0,0.013,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.013777242391227077,0.0014024222982166002,110.21793912981661,64.77534334014537,0.0002006936486887454,6.936486887454212e-07
14,132,131,8000.0,0.012,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.013777242391226931,0.0014024222982165855,110.21793912981545,64.77534334014538,0.00018525567571268803,6.402910973034011e-07
15,131,130,8000.0,0.017,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.013777242391227126,0.0014024222982166054,110.21793912981701,64.77534334014537,0.0002624455405929748,9.070790545132306e-07
16,130,129,8000.0,0.002,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.01377724239122711,0.0014024222982166037,110.21793912981688,64.77534334014537,3.087594595211468e-05,1.0671518288391148e-07
17,129,128,8000.0,0.001,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.013777242391226838,0.001402422298216576,110.2179391298147,64.77534334014538,1.5437972976057336e-05,5.335759144195235e-08
18,128,127,8000.0,0.001,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.01377724239122723,0.0014024222982166159,110.21793912981784,64.77534334014537,1.543797297605734e-05,5.335759144195574e-08
19,127,126,8000.0,0.001,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.013777242391228116,0.001402422298216706,110.21793912982493,64.77534334014535,1.5437972976057343e-05,5.3357591441959126e-08
20,126,125,8000.0,0.003,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.01377724239122814,0.0014024222982167087,110.21793912982513,64.77534334014535,4.631391892817203e-05,1.600727743258706e-07
21,125,124,8000.0,0.008,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.04014967728984895,0.004086942880045375,321.1974183187916,64.34088414856907,0.00012433773806289726,1.2608149859741856e-06
22,124,123,8000.0,0.0,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.04014967728985032,0.0040869428800455136,321.19741831880253,64.34088414856905,0.0,0.0
23,123,122,8000.0,0.0,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.04014967728985185,0.00408694288004567,321.1974183188148,64.34088414856902,0.0,0.0
24,122,121,8000.0,0.001,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.04014967728985111,0.004086942880045594,321.1974183188089,64.34088414856903,1.5542217257862167e-05,1.5760187324678337e-07
25,121,120,8000.0,0.004,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.04014967728985112,0.004086942880045595,321.19741831880896,64.34088414856903,6.216886903144867e-05,6.304074929871335e-07
26,120,119,8000.0,0.039,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.04014967728985064,0.004086942880045546,321.1974183188051,64.34088414856905,0.0006061464730566244,6.1464730566244226e-06
27,119,118,8000.0,0.005,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.040149677289849535,0.004086942880045434,321.1974183187963,64.34088414856906,7.771108628931081e-05,7.88009366233883e-07
28,118,117,8000.0,0.003,65.0,2,16.0,"tertiary","Niaga Gapura Road",0.040149677289848605,0.004086942880045339,321.19741831878883,64.34088414856907,4.6626651773586474e-05,4.728056197403162e-07
