NodeID,X,Y,osmID
0,-7.284063,112.654966,6564127394
1,-7.2840191,112.6553938,5038173774
2,-7.2839126,112.6560563,7591139529
3,-7.283902,112.6562279,3962459463
4,-7.2839472,112.6564613,7591139530
5,-7.2839637,112.6565108,8349669363
6,-7.2857313,112.6545251,8411379565
7,-7.2856595,112.6545264,3972968436
8,-7.2855928,112.6545214,6911091020
9,-7.2855237,112.6544988,8411383274
10,-7.2841066,112.6545132,1721814504
11,-7.2850756,112.6544974,3972896064
12,-7.2854983,112.6544905,6911091021
13,-7.2855245,112.6544797,8411383273
14,-7.2855861,112.6544543,1721814542
15,-7.2856566,112.6544518,3972968435
16,-7.2857277,112.6544509,8411379566
17,-7.287938,112.6550062,6911007776
18,-7.2879206,112.6549797,5565501207
19,-7.2879075,112.6549526,5565501210
20,-7.287856,112.6544711,3972969074
21,-7.2878486,112.654402,2295742422
22,-7.2879266,112.6544001,1721814714
23,-7.2918926,112.6543781,3972969165
24,-7.2918312,112.6543705,3972969161
25,-7.2917062,112.6543681,3972969158
26,-7.2900087,112.6544205,3972969141
27,-7.2883585,112.6544609,6911007775
28,-7.2879379,112.6544704,3972969078
29,-7.2879983,112.6549395,4830524262
30,-7.2879936,112.6549804,5565501208
31,-7.2879873,112.6550129,6911007777
32,-7.287974,112.6550411,5565501209
33,-7.294316,112.6547554,5565501205
34,-7.2942648,112.6547789,7686373584
35,-7.2942329,112.654793,3972969173
36,-7.2942062,112.654801,3972969172
37,-7.2941464,112.6548117,3972969171
38,-7.2937273,112.6548864,6904156776
39,-7.2919202,112.6552892,3972969164
40,-7.2880135,112.6555883,3133998164
41,-7.2880462,112.655603,3133998163
42,-7.2880819,112.6556061,3133998162
43,-7.2881693,112.6555483,3133998152
44,-7.2881471,112.6555774,3133998153
45,-7.2881166,112.6555974,3133998161
46,-7.2870156,112.6559601,7594051813
47,-7.2860065,112.6565383,3972968438
48,-7.2860305,112.6565686,6564087363
49,-7.2860664,112.6565807,7013770068
50,-7.2861614,112.6565839,3972968439
51,-7.2870923,112.6563637,3972969063
52,-7.2880505,112.6561565,4900864556
53,-7.2882269,112.6561179,3972969084
54,-7.2892448,112.6559048,5240451701
55,-7.2909429,112.6555388,4837897035
56,-7.2909216,112.6554431,8562626482
57,-7.2883264,112.6554068,10223725577
58,-7.2890847,112.6552322,7013770069
59,-7.2894416,112.6551514,10223725574
60,-7.290023,112.6550197,3972969142
61,-7.2903838,112.6549344,2295742318
62,-7.290791,112.6548394,4837897033
63,-7.291736,112.6546191,3972969157
64,-7.2918836,112.6545816,2295742420
65,-7.2919164,112.65457,7686358855
66,-7.291932,112.6545559,6904247907
67,-7.2919445,112.6545432,7686358856
68,-7.2919681,112.65452,6904247908
69,-7.2921089,112.6545318,2295742460
70,-7.2920832,112.6545277,2295742462
71,-7.2920595,112.654517,3339044299
72,-7.2920394,112.6545004,3133998170
73,-7.2920243,112.6544791,3133998169
74,-7.2920155,112.6544556,6908711117
75,-7.2920128,112.6544305,6908711116
76,-7.2920175,112.6544024,2295742362
77,-7.2920299,112.6543768,2295742368
78,-7.292049,112.6543558,6908711118
79,-7.2920732,112.6543411,2295742309
80,-7.2921006,112.654334,6908711119
81,-7.2921288,112.654335,1721814881
82,-7.2921556,112.6543441,6908711114
83,-7.2921753,112.6543574,3133998168
84,-7.292195,112.6543807,3133998167
85,-7.2922067,112.6544089,2295742383
86,-7.2922093,112.6544393,2295742342
87,-7.2922026,112.6544692,2295742464
88,-7.2921872,112.6544955,6908711113
89,-7.2921646,112.6545159,3133998166
90,-7.2921347,112.6545289,3133998165
91,-7.2921103,112.6545643,7686358858
92,-7.2920941,112.6545856,7686358860
93,-7.2920734,112.6546017,7686358859
94,-7.2920541,112.6546126,7686358857
95,-7.2920195,112.6546265,2295742311
96,-7.2917535,112.654683,3972969159
97,-7.2908043,112.654916,4837897034
98,-7.2903987,112.6550059,8347158500
99,-7.2900339,112.6550868,3972969143
100,-7.2894535,112.6552221,10223725575
101,-7.2891,112.6553046,5240451700
102,-7.2883397,112.6554774,10223725576
103,-7.2881808,112.6555135,2295742344
104,-7.2881802,112.6554773,3133998160
105,-7.2881681,112.6554433,3133998149
106,-7.2881485,112.6554179,3133998159
107,-7.2881224,112.6553993,3133998158
108,-7.288092,112.6553891,3133998150
109,-7.2880601,112.6553884,3133998157
110,-7.2880242,112.6553994,3133998151
111,-7.2879941,112.6554222,3133998156
112,-7.2879736,112.6554539,3133998155
113,-7.2841694,112.6566906,6564087365
114,-7.2851657,112.6564812,10223708843
115,-7.2857581,112.6563567,2295742392
116,-7.2858139,112.6563362,3972896070
117,-7.2858356,112.6563144,6911091017
118,-7.2858416,112.6562839,6911091018
119,-7.2858336,112.6562347,6911091016
120,-7.2857484,112.6558766,6564087366
121,-7.2857777,112.655839,6564087358
122,-7.285793,112.655829,7591139526
123,-7.2858159,112.6558246,6564087367
124,-7.2858522,112.6558256,6564087368
125,-7.2858974,112.6558954,6564087369
126,-7.2859612,112.6559222,5565501192
127,-7.2860052,112.6559342,6911007779
128,-7.286065,112.6559409,5565529994
129,-7.2861089,112.6559349,7591139524
130,-7.2862107,112.6559144,2295742381
131,-7.2868014,112.6557641,10223725582
132,-7.2872469,112.6556595,10223725580
133,-7.287758,112.6555394,10223725578
134,-7.287965,112.6554908,2295742380
135,-7.2879697,112.6555293,3133998154
136,-7.2879873,112.6555637,2295742369
137,-7.2877715,112.6556127,10223725579
138,-7.2872637,112.6557376,10223725581
139,-7.286986,112.6558043,2295742374
140,-7.2868154,112.6558419,10223725583
141,-7.2862282,112.655986,2295742476
142,-7.2860688,112.6560263,2295742307
143,-7.2860318,112.6560496,6911007778
144,-7.2860158,112.6560804,6564087362
145,-7.2859965,112.6561421,7591139523
146,-7.28599,112.6562611,2295742423
147,-7.2859932,112.6563259,5565529995
148,-7.2859839,112.6563634,6911091015
149,-7.2859453,112.6563983,2295742451
150,-7.2858369,112.6564237,7591139525
151,-7.2851837,112.656566,10223708844
152,-7.2842119,112.6567778,6564087364
153,-7.2841431,112.6568092,10226407370
154,-7.282444,112.6578319,2295742361
155,-7.2825837,112.6577916,6911091005
156,-7.2826435,112.6577675,7013770049
157,-7.2827166,112.6577063,2295742340
158,-7.2829655,112.6574524,7013770050
159,-7.28318,112.6572619,2295742437
160,-7.2833632,112.6571252,2295742416
161,-7.2834656,112.6570648,2295742396
162,-7.2836607,112.656977,2295742387
163,-7.2837823,112.6569159,6564087353
164,-7.2838813,112.6567498,3962459462
165,-7.2838761,112.6567813,2295742456
166,-7.2838798,112.6568129,3962459461
167,-7.2838921,112.6568423,2295742459
168,-7.2839074,112.6568623,5063205384
169,-7.2839267,112.6568784,2295742337
170,-7.2839634,112.656894,2295742339
171,-7.2840033,112.6568957,2295742325
172,-7.2840412,112.6568831,2295742326
173,-7.284062,112.6568684,5063205385
174,-7.284079,112.6568494,5063205386
175,-7.2840959,112.6568132,2295744234
176,-7.2840992,112.6567733,2295742346
177,-7.2840885,112.6567348,2295742348
178,-7.2840651,112.6567025,2295742350
179,-7.2840424,112.6566856,5063205387
180,-7.2840162,112.656675,2295742352
181,-7.283982,112.6566715,3962459466
182,-7.2839484,112.6566786,2295742398
183,-7.2839184,112.6566957,3962459465
184,-7.2838951,112.6567211,2295742458
185,-7.283831,112.6565406,8349669364
186,-7.2838089,112.6564774,7591139531
187,-7.2837743,112.6563553,7591139528
188,-7.2837517,112.6562266,3962459458
189,-7.283753,112.6561327,7591139527
190,-7.2837676,112.6560134,7591139532
191,-7.2838674,112.655367,5038173773
